,ID,Game,ReleaseDate,Developer,Publisher
3755,263040,Bot Colony,2014-06-16,North Side,North Side
3756,948770,魔塔2018,2018-11-09,Yuna Studio,Yuna Studio
3757,400470,The Seven Years War (1756-1763),2015-10-30,Oliver Keppelmüller,Oliver Keppelmüller
3758,661960,Dragon Lords: 3D Strategy,2017-09-11,FX Games,FX Games
3759,466920,Mugen Souls Z,2016-08-25,Idea Factory,Ghostlight LTD
3760,981550,GACHIMUCHI M♂NLY PUZZLE,2018-12-13,M♂NLY,M♂NLY
3761,34420,XIII Century – Gold Edition,2009-08-28,Unicorn Games Studio,1C Entertainment
3762,592730,Aerial Destruction,2017-05-18,Devdan Games,Devdan Games
3763,471170,Romopolis,2016-05-18,Lonely Troops,Lonely Troops
3764,371430,Space Grunts,2016-01-12,Orangepixel,Orangepixel
3765,1037570,Sellswords: Ashen Company,2019-04-28,Mutiny Software,Mutiny Software
3766,781590,三国游侠志,2018-02-02,Flying Star Games,Flying Star Games
3767,680860,Evil Labs,2018-06-15,Mirabolis Studios,Mirabolis Studios
3768,415910,Gigachess,2015-12-15,Drixxel Soft,Drixxel Soft
3769,291050,Planet Stronghold,2011-03-27,Winter Wolves,Winter Wolves
3770,1066290,猎魔者战纪,2019-05-13,Yuna Studio,Yuna Studio
3771,432500,Evertown,2016-01-11,cg-imagine,cg-imagine
3772,546200,Gnomes Garden 3: The thief of castles,2016-12-22,Creobit,8Floor
3773,383720,Swords & Crossbones: An Epic Pirate Story,2015-09-30,Epic Devs LLC,Epic Devs LLC
3774,576420,The Curse Of Yendor,2017-02-17,IBOLOGY LLC,IBOLOGY LLC
3775,347520,Legends of Atlantis: Exodus,2012-04-09,Alder Games,Legacy Games
3776,572660,Nick,2017-12-01,Firstborn Games,Firstborn Games
3777,264260,Global Outbreak: Doomsday Edition,2014-08-11,ShortRound Games,ShortRound Games
3778,35600,Big Brain Wolf,2009-11-05,Frima,Frima
3779,313620,The Terminal 2,2014-08-08,FrameLineNetwork Kft.,FrameLineNetwork Kft.
3780,271990,Dreamscape,2015-02-02,Aldorlea Games,Degica
3781,370040,Lilly and Sasha: Nexus of Souls,2015-05-25,John Wizard,John Wizard
3782,459470,Wars of Napoleon,2016-05-06,Ageod,Slitherine Ltd.
3783,939350,Rugby Champions,2019-09-05,"Biological Systems Modeling, Alternative Software Ltd",Alternative Software Ltd
3784,513880,Panzer Warfare,2016-08-25,Kobra Studio,Kobra Studio
3785,433210,Rhino's Rage,2016-03-04,Defroids,Defroids
3786,758250,Taste of Power,2019-10-10,OneOcean LLC,OneOcean LLC
3787,334270,Star Traders: 4X Empires,2014-11-18,Trese Brothers,Trese Brothers
3788,771010,Containment,2018-02-09,Finite Reflection Studios,Finite Reflection Studios
3789,628140,NOBUNAGA’S AMBITION: Tenkasousei with Power Up Kit / 信長の野望・天下創世 with パワーアップキット,2018-01-16,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
3790,315080,Foresight,2014-11-28,Strides Interactive,mNosGaming
3791,921500,Jack Is Missing,2018-08-28,Kevin Yang Games,Kevin Yang Games
3792,575890,Katy and Bob Way Back Home,2017-10-17,Creobit,8Floor
3793,209850,Highborn,2013-02-19,Jet Set Games,Jet Set Games
3794,375930,Trap Them,2015-07-10,Juri Schupilo,Juri Schupilo
3795,973390,Empires:The Rise,2019-01-15,阿龟与阿飞,MZ Times
3796,873820,The Brink 尘与土的边缘,2018-07-18,绚丽奈落,0Cube
3797,939120,Grand Guilds,2020-03-26,Drix Studios,Drix Studios
3798,436690,Tempest Citadel,2018-04-17,Aartform Games,Aartform Games
3799,514480,Fantastic Checkers 2,2016-08-18,EnsenaSoft,EnsenaSoft
3800,328450,Deadlock II: Shrine Wars,1998-01-01,"Cyberlore Studios, Inc., Accolade","Retroism, Nightdive Studios"
3801,857240,The Prison Experiment: Battle Royale,2018-06-01,Aerolab Studios LTD,Aerolab Studios LTD
3802,923710,uFactory,2019-04-15,Lucid Silence Games,Lucid Silence Games
