,ID,Game,ReleaseDate,Developer,Publisher
131,285190,"Warhammer 40,000: Dawn of War III",2017-04-27,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
132,474750,Reigns,2016-08-11,Nerial,Devolver Digital
133,574720,Little Big Workshop,2019-10-17,Mirage Game Studios,"HandyGames, THQ Nordic"
134,6420,Nexus - The Jupiter Incident,2007-07-03,"Mithis Games, THQ Nordic",HandyGames
135,283160,House of the Dying Sun,2016-11-01,"Marauder Interactive, LLC","Marauder Interactive, LLC"
136,1066780,Transport Fever 2,2019-12-11,Urban Games,Good Shepherd Entertainment
137,262750,GoD Factory: Wingmen,2014-08-29,Nine Dots Studio,Nine Dots Studio
138,256390,MotoGP14,2014-06-20,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l."
139,270880,American Truck Simulator,2016-02-02,SCS Software,SCS Software
140,35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,Tripwire Interactive,Tripwire Interactive
141,464920,Surviving Mars,2018-03-15,Haemimont Games,Paradox Interactive
142,859580,Imperator: Rome,2019-04-25,Paradox Development Studio,Paradox Interactive
143,761620,Beholder 2,2018-12-04,Warm Lamp Games,Alawar Premium
144,33460,From Dust,2011-08-17,Ubisoft Montpellier,Ubisoft
145,418250,Polaris Sector,2016-03-22,SoftWarWare,Slitherine Ltd.
146,718650,Driftland: The Magic Revival,2019-04-18,Star Drifters,Star Drifters
147,841370,NBA 2K19,2018-09-06,Visual Concepts,2K
148,641990,The Escapists 2,2017-08-21,"Team17 Digital Ltd, Mouldy Toof Studios",Team17 Digital Ltd
149,868360,Project Hospital,2018-10-30,Oxymoron Games,Oxymoron Games
150,17100,Children of the Nile: Enhanced Edition,2008-07-08,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc."
151,245620,Tropico 5,2014-05-23,Haemimont Games,Kalypso Media Digital
152,537800,Bomber Crew,2017-10-19,Runner Duck,Curve Digital
153,222730,Reus,2013-05-16,Abbey Games,Abbey Games
154,416210,Block'hood,2017-05-10,Plethora-Project LLC,Devolver Digital
155,257170,Rebuild 3: Gangs of Deadsville,2015-05-29,"Northway Games, Sarah Northway",Northway Games
156,469610,Rick and Morty: Virtual Rick-ality,2017-04-20,Owlchemy Labs,Adult Swim Games
157,212070,Star Conflict,2013-02-27,Star Gem Inc.,Gaijin Entertainment
158,33570,Patrician III,2010-11-18,Ascaron Entertainment ltd.,Kalypso Media Digital
159,233860,Kenshi,2018-12-06,Lo-Fi Games,Lo-Fi Games
160,539470,Police Stories,2019-09-19,Mighty Morgan,HypeTrain Digital
161,493900,Dungeons 3,2017-10-13,Realmforge Studios,Kalypso Media
162,368230,Kingdom: Classic,2015-10-21,"Noio, Licorice",Raw Fury
163,858810,Dawn of Man,2019-03-01,Madruga Works,Madruga Works
164,32750,Comanche 4,2009-06-18,NovaLogic,"NovaLogic, THQ Nordic"
165,573120,Dead In Vinland,2018-04-12,CCCP,Dear Villagers
166,307960,IL-2 Sturmovik: Battle of Stalingrad,2014-10-22,"1C Game Studios, 777 Studios",1C Game Studios
167,633060,Orwell: Ignorance is Strength,2018-02-22,Osmotic Studios,Fellow Traveller
168,107410,Arma 3,2013-09-12,Bohemia Interactive,Bohemia Interactive
169,408250,Eagle Flight,2016-12-20,Ubisoft Montreal Studio,Ubisoft
170,255960,Bad Mojo Redux,1996-02-29,Pulse Entertainment,Nightdive Studios
171,285330,RollerCoaster Tycoon 2: Triple Thrill Pack,2002-10-15,Chris Sawyer Productions,Atari
172,310490,Crookz - The Big Heist,2015-08-25,Skilltree Studios,Kalypso Media Digital
173,351300,Ceres,2015-10-16,Jötunn Games,Iceberg Interactive
174,621220,Nantucket,2018-01-18,Picaresque Studio,Fish Eagle
175,297920,Space Colony: Steam Edition,2015-04-30,FireFly Studios,FireFly Studios
176,688420,Bad North: Jotunn Edition,2018-11-16,Plausible Concept,Raw Fury
177,572430,Party Hard 2,2018-10-25,"Pinokl Games, Kverta, Hologryph",tinyBuild
178,963940,Edge,2018-11-03,UNDER WATER,UNDER WATER
179,517810,Caesar IV,2006-09-09,"Tilted Mill Entertainment, Inc.",Activision
180,230150,Incredipede,2013-03-18,Colin Northway with art by Thomas Shahan,Northway Games
181,357310,Oriental Empires,2017-09-14,Shining Pixel Studios,Iceberg Interactive
182,1089350,NBA 2K20,2019-09-05,Visual Concepts,2K
183,503940,Railway Empire,2018-01-26,Gaming Minds Studios,Kalypso Media
184,464150,Regalia: Of Men and Monarchs,2017-05-18,Pixelated Milk,Klabater
185,242920,Banished,2014-02-18,Shining Rock Software LLC,Shining Rock Software LLC
186,582660,Black Desert Online,2017-05-24,Pearl Abyss,Kakao Games Europe B.V.
187,743450,Monster Prom,2018-04-27,Beautiful Glitch,Those Awesome Guys
188,809280,Grimmwood - They Come at Night,2018-08-02,Big Moustache Games,"Headup, Whisper Games"
189,251950,WWII Online,2001-06-06,Cornered Rat Software,Cornered Rat Software
190,278440,0RBITALIS,2015-05-28,Alan Zucconi,Mastertronic
191,844040,RUSH,2018-07-13,The Binary Mill,The Binary Mill
192,666140,My Time At Portia,2019-01-15,Pathea Games,Team17 Digital Ltd
193,423580,Project Highrise,2016-09-08,SomaSim,Kasedo Games
194,454950,Mainlining,2017-01-26,Rebelephant,Merge Games
195,919640,Steel Division 2,2019-06-20,Eugen Systems,Eugen Systems
196,33930,Arma 2: Operation Arrowhead,2010-06-29,Bohemia Interactive,Bohemia Interactive
197,2820,X3: Terran Conflict,2008-10-16,Egosoft,Egosoft
198,651660,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),2017-08-10,"Massive Damage, Inc.","Massive Damage, Inc."
199,787860,Farming Simulator 19,2018-11-19,Giants Software,Focus Home Interactive
200,419480,Starpoint Gemini Warlords,2017-05-23,Little Green Men Games,Iceberg Interactive
201,535230,Domina,2017-04-03,DolphinBarn,DolphinBarn
202,361280,Turmoil,2016-06-02,Gamious,Gamious
203,367450,Poly Bridge,2016-07-12,Dry Cactus,Dry Cactus
204,344850,Big Pharma,2015-08-27,Twice Circled,Positech Games
205,438430,Valentino Rossi The Game,2016-06-16,Milestone S.r.l.,Milestone S.r.l.
206,695290,The Golf Club 2019 featuring PGA TOUR,2018-08-28,HB Studios Multimedia Ltd.,2K
207,654880,Dream Daddy: A Dad Dating Simulator,2017-07-20,Game Grumps,Game Grumps
208,1089830,Monster Energy Supercross - The Official Videogame 3,2020-02-04,Milestone S.r.l.,Milestone S.r.l.
209,455980,Judgment: Apocalypse Survival Simulation,2018-05-03,Suncrash,Suncrash
210,520600,Purrfect Date - Visual Novel/Dating Simulator,2017-12-15,Bae Team,Bossa Studios
211,375910,Anno 2205,2015-11-03,Blue Byte,Ubisoft
212,41800,Gratuitous Space Battles,2009-11-16,Positech Games,Positech Games
213,23450,Grand Ages: Rome,2009-03-20,Haemimont Games,Kalypso Media Digital
214,823500,BONEWORKS,2019-12-10,Stress Level Zero,Stress Level Zero
215,225420,Cities in Motion 2,2013-04-02,Colossal Order Ltd.,Paradox Interactive
216,25980,Majesty 2,2009-09-17,1C:InoCo,Paradox Interactive
217,273070,The Last Federation,2014-04-18,"Arcen Games, LLC","Arcen Games, LLC"
218,942970,Unheard,2019-03-28,NEXT Studios,"NEXT Studios, bilibili"
219,297760,Qvadriga,2014-06-13,Turnopia,Slitherine Ltd.
220,200550,Dungeons - The Dark Lord,2011-09-27,Realmforge Studios,Kalypso Media Digital
221,371200,Halcyon 6: Starbase Commander,2016-09-08,"Massive Damage, Inc.","Massive Damage, Inc."
222,227760,March of the Eagles,2013-02-18,Paradox Development Studio,Paradox Interactive
223,234920,Dyscourse,2015-03-25,Owlchemy Labs,Owlchemy Labs
224,312360,To End All Wars,2014-08-29,Ageod,Slitherine Ltd.
225,298630,The Escapists,2015-02-13,Mouldy Toof Studios,Team17 Digital Ltd
226,1112570,Crime Cities,2019-10-01,Techland,Techland Publishing
227,525920,Pro Cycling Manager 2017,2017-06-15,Cyanide Studio,Focus Home Interactive
228,233720,Surgeon Simulator,2013-04-19,Bossa Studios,Bossa Studios
229,351920,Crazy Machines 3,2016-10-18,Fakt Software,Daedalic Entertainment
230,1204360,Blink Cam,2019-12-18,"ZLM Crafter, Gelander Zeck",ZLM Crafter
231,733790,Not Tonight,2018-08-17,PanicBarn,No More Robots
232,1003090,Through the Darkest of Times,2020-01-30,Paintbucket Games,HandyGames
233,984800,Automachef,2019-07-23,Hermes Interactive,Team17 Digital Ltd
234,32350,STAR WARS Starfighter,2009-07-08,LucasArts,"LucasArts, Lucasfilm, Disney"
235,359220,MX vs. ATV Unleashed,2006-01-16,Rainbow Studios,THQ Nordic
236,718670,Cultist Simulator,2018-05-31,Weather Factory,Weather Factory
237,98300,Toy Soldiers,2012-04-27,Signal Studios,SEGA
238,461950,Beat Cop,2017-03-30,Pixel Crow,11 bit studios
239,757210,EMERGENCY 4 Deluxe,2018-04-24,Sixteen Tons Entertainment,Sixteen Tons Entertainment
240,446800,Transport Fever,2016-11-08,Urban Games,Good Shepherd Entertainment
241,80200,Fate of the World,2011-02-28,Red Redemption,Soothsayer Games
242,73210,Sengoku,2011-09-15,Paradox Development Studio,Paradox Interactive
243,73010,Cities in Motion,2011-02-22,Colossal Order Ltd.,Paradox Interactive
244,814400,Battlewake,2019-09-10,Survios,Survios
245,236150,Starpoint Gemini 2,2014-09-26,Little Green Men Games,Little Green Men Games
246,468920,Ultimate Fishing Simulator,2018-08-30,Bit Golem,Ultimate Games S.A.
247,311080,Echelon,2001-04-15,MADia Entertainment,Buka Entertainment
248,646270,60 Parsecs!,2018-09-18,Robot Gentleman,Robot Gentleman
249,262280,Dungeons 2,2015-04-24,Realmforge Studios,Kalypso Media Digital
250,403190,Planetbase,2015-10-15,Madruga Works,Madruga Works
251,1102100,TINY METAL: FULL METAL RUMBLE,2019-07-11,"AREA 35, Inc.","AREA 34, Inc."
252,245470,Democracy 3,2013-10-14,Positech Games,Positech Games
253,759740,RIDE 3,2018-11-30,Milestone S.r.l.,Milestone S.r.l.
254,6080,Thrillville: Off the Rails,2007-10-09,Frontier,LucasArts
255,269730,The Golf Club,2014-08-19,HB Studios,HB Studios
256,71000,Evochron Mercenary,2012-01-16,StarWraith 3D Games LLC,StarWraith 3D Games LLC
257,781480,Tech Support: Error Unknown,2019-02-27,Dragon Slumber,Iceberg Interactive
258,24720,SPORE Galactic Adventures,2009-06-23,EA - Maxis,Electronic Arts
259,286280,Steel Armor: Blaze of War,2015-03-05,Graviteam,Graviteam
260,901776,Fate of the World: Tipping Point,2011-09-29,Red Redemption,Red Redemption
261,65730,Take On Helicopters,2011-10-27,Bohemia Interactive,Bohemia Interactive
262,73190,Pride of Nations,2011-06-08,Ageod,Slitherine Ltd.
263,242860,Verdun,2015-04-28,"M2H, Blackmill Games",M2H
264,277630,Panzer Tactics HD,2014-05-22,Sproing,THQ Nordic
265,351910,Valhalla Hills,2015-12-02,Funatics Software,Daedalic Entertainment
266,337680,Star Hammer: The Vanguard Prophecy,2015-06-04,Black Lab Games,Slitherine Ltd.
267,427250,8-Bit Armies,2016-04-22,Petroglyph,Petroglyph
268,495420,State of Decay 2: Juggernaut Edition,2020-03-13,Undead Labs,Xbox Game Studios
269,1011190,SIMULACRA 2,2020-01-30,Kaigan Games,Another Indie
270,648350,Jurassic World Evolution,2018-06-11,Frontier Developments,Frontier Developments
271,447020,Farming Simulator 17,2016-10-24,Giants Software,Giants Software
272,600480,Megaquarium,2018-09-13,Twice Circled,Twice Circled
273,205530,Gratuitous Tank Battles,2012-05-17,Positech Games,Positech Games
274,790710,World of Warplanes,2018-09-12,Wargaming Group Limited, Wargaming Group Limited
275,1054630,Tank battle,2019-11-08,"黄金炫游科技有限公司, 黄金612",黄金炫游科技有限公司
276,599140,Graveyard Keeper,2018-08-15,Lazy Bear Games,tinyBuild
277,397340,SimplePlanes,2015-12-17,"Jundroo, LLC","Jundroo, LLC"
278,353640,Train Valley,2015-09-16,"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy",Flazm
279,310880,Basketball Pro Management 2015,2014-11-19,"Umix Studios, Cyanide Studio",Bigben Interactive
280,633460,Tannenberg,2017-11-16,"M2H, Blackmill Games",M2H
281,501320,The Shrouded Isle,2017-08-04,"Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya Short",Kitfox Games
282,436500,Diaries of a Spaceport Janitor,2016-09-16,Sundae Month,tinyBuild
283,501080,Fishing: Barents Sea,2018-02-07,Misc Games,astragon Entertainment
284,534370,Pure Farming 2018,2018-03-13,Ice Flames,Techland Publishing
285,350110,TransOcean 2: Rivals,2016-05-10,Deck13 Hamburg,astragon Entertainment
286,363600,Holy Potatoes! A Weapon Shop?!,2015-07-13,Daylight Studios,"Daedalic Entertainment, Daylight Studios"
287,704230,Pro Cycling Manager 2018,2018-06-28,Cyanide Studio,Focus Home Interactive
288,310080,Hatoful Boyfriend,2014-09-04,"Mediatonic, Hato Moa, The Irregular Corporation",Devolver Digital
289,723510,The Cave VR,2017-10-19,CGPills,CGPills
290,348820,FIM Speedway Grand Prix 15,2015-11-30,SoftPlanet,SoftPlanet
291,751500,TINY METAL,2017-12-21,"AREA 35, Inc.",Sony Music Entertainment (Japan) Inc. / UNTIES
292,440900,Conan Exiles,2018-05-08,Funcom,Funcom
293,345660,RIDE,2015-03-27,Milestone S.r.l.,Milestone S.r.l.
294,214730,Space Rangers HD: A War Apart,2013-10-17,"SNK Games, Elemental Games, Katauri Interactive",1C Entertainment
295,239820,Game Dev Tycoon,2013-08-29,Greenheart Games,Greenheart Games
296,613100,House Flipper,2018-05-17,Empyrean,"Frozen District, PlayWay S.A."
297,512890,Elsinore,2019-07-23,Golden Glitch,Golden Glitch
298,320300,Car Mechanic Simulator 2015,2015-04-23,Red Dot Games,PlayWay S.A.
299,626610,TT Isle of Man Ride on the Edge,2018-03-27,KT Racing,Bigben Interactive
300,354140,Five Nights at Freddy's 3,2015-03-02,Scott Cawthon,Scott Cawthon
301,448280,Job Simulator,2016-04-05,Owlchemy Labs,Owlchemy Labs
302,287580,Pandora: First Contact,2013-11-14,Proxy Studios,Slitherine Ltd.
303,300610,Pure Pool,2014-07-31,VooFoo Studios,Ripstone
304,244450,Men of War: Assault Squad 2,2014-05-15,Digitalmindsoft,1C Entertainment
305,503560,911 Operator,2017-02-24,Jutsu Games,"Games Operators, PlayWay S.A."
306,313630,The Solus Project,2016-06-07,"Hourences, Grip Games",Teotl Studios
307,366910,The Long Journey Home,2017-05-30,Daedalic Studio West,Daedalic Entertainment
308,712190,Genesis Alpha One Deluxe Edition,2020-02-25,Radiation Blue,Team17 Digital Ltd
309,304730,Train Fever,2014-09-04,Urban Games,Good Shepherd Entertainment
310,1125130,Area 51,2019-08-08,Steedie,Steedie
311,622720,Weedcraft Inc,2019-04-11,Vile Monarch,Devolver Digital
312,477770,Ride 2,2016-10-07,Milestone S.r.l.,Milestone S.r.l.
313,2840,X: Beyond the Frontier,1999-07-01,Egosoft,Egosoft
314,436230,Detached,2017-05-18,Anshar Studios,Anshar Studios
315,11250,Pacific Storm,2008-06-24,"Buka Entertainment, Lesta Studio",Buka Entertainment
316,251990,Long Live The Queen,2013-11-08,Hanako Games,Hanako Games
317,515180,Bus Simulator 18,2018-06-13,stillalive studios,astragon Entertainment
318,289300,Faces of War,2006-09-08,Best Way,1C Entertainment
319,571880,Angels with Scaly Wings,2017-01-31,Radical Phi,Radical Phi
320,936140,Pro Cycling Manager 2019,2019-06-27,Cyanide Studio,Bigben Interactive
321,396090,Rogue State,2015-10-16,"LRDGames, Inc.",Black Shell Media
322,266840,Age of Mythology: Extended Edition,2014-05-08,"SkyBox Labs, Ensemble Studios",Xbox Game Studios
323,34500,Light of Altair,2009-06-04,SaintXi,SaintXi
324,285130,Battleplan: American Civil War,2014-07-04,The Mustard Corporation,"KISS ltd, Osprey Publishing"
325,209540,Strike Suit Zero,2013-01-23,Born Ready Games Ltd.,Born Ready Games
326,371520,Bounty Train,2017-05-16,Corbie Games,Daedalic Entertainment
327,532270,Lethal VR,2016-11-08,Three Fields Entertainment,Team17 Digital Ltd
328,287600,Sunset,2015-05-21,Tale of Tales,Tale of Tales
329,254860,Lords of the Realm III,2015-12-03,Impressions Games,Rebellion
330,95900,Air Conflicts: Secret Wars,2011-09-30,"Games Farm, 3Division",Games Farm
331,484900,Aven Colony,2017-07-25,Mothership Entertainment LLC,Team17 Digital Ltd
332,232890,Stronghold Crusader 2,2014-09-22,FireFly Studios,FireFly Studios
333,786580,Gleaner Heights,2018-02-21,Emilios Manolidis,Emilios Manolidis
334,871530,Radio Commander,2019-10-10,Serious Sim,"Games Operators, PlayWay S.A."
335,555510,MachiaVillain,2018-05-16,Wild Factor,Good Shepherd Entertainment
