,ID,Game,ReleaseDate,Developer,Publisher
105,230650,Lords of Football,2013-04-05,Geniaware Srl,Fish Eagle
106,587400,Snow Moto Racing Freedom,2017-04-11,Zordix AB,Zordix AB
107,543010,Bush Hockey League,2017-03-28,V7 Entertainment Inc.,V7 Entertainment Inc.
108,1015500,WWE 2K20,2019-10-21,Visual Concepts,2K
109,887630,Harpoon Cat,2018-07-11,Fury Games Production,Fury Games Production
110,543120,HandPass VR,2016-11-24,Constructive Media,Constructive Media
111,1231780,Classic Card Game Hearts,2020-01-23,Webfoot,Encore Software LLC
112,1051190,Reel Fishing: Road Trip Adventure,2019-09-17,"Tachyon Inc., Natsume Inc.",Natsume Inc.
113,1053640,RockaBowling VR,2019-05-10,Reflux Interactive,Reflux Interactive
114,997760,GGANG!,2019-02-09,HomerunBall,HomerunBall
115,943210,SUB FOUR -the uncle-,2018-10-08,Hellshake Yano,Hellshake Yano.
116,571740,Golf It!,2017-02-17,Perfuse Entertainment,Perfuse Entertainment
117,815780,PIPE by BMX Streets,2018-03-15,Mash Games,Mash Games
118,805850,Wrecked,2018-05-21,Marco Amadei,Corvostudio di Amadei Marco
119,831980,Out of the Park Baseball 20,2019-03-22,Out of the Park Developments,Out of the Park Developments
120,256370,MXGP - The Official Motocross Videogame,2014-03-28,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l."
121,366760,Adorables,2016-03-30,White Rabbit Games,White Rabbit Games
122,649190,Blast Zone! Tournament,2019-02-28,Victory Lap Games,Victory Lap Games
123,552920,Sailaway - The Sailing Simulator,2018-02-27,Orbcreation,Orbcreation
124,356370,Soccer Manager 2015,2015-07-16,Soccer Manager Ltd,Soccer Manager Ltd
125,429330,Stikbold! A Dodgeball Adventure,2016-04-01,Game Swing,Curve Digital
126,775900,MotoGP18,2018-06-07,Milestone S.r.l.,Milestone S.r.l.
127,1018160,MXGP 2019 - The Official Motocross Videogame,2019-08-27,Milestone S.r.l.,Milestone S.r.l.
128,391580,Egyptian Senet,2015-08-21,Ezzat Studios,Ezzat Studios
129,454140,First Person Tennis - The Real Tennis Simulator,2019-04-11,Mikori Games,Mikori Games
130,508530,HackyZack,2017-03-28,Spaceboy Games,Spaceboy Games
131,381750,RC Simulation 2.0,2018-07-16,devotid,devotid Media
132,704830,Esports Life: Ep.1 - Dreams of Glory,2017-11-30,U-Play Online,"U-Play Online, "
133,1110830,篮球计划 Project Dunk,2019-09-26,GIP12,Giant Games
134,420550,Super Arcade Football,2016-04-04,OutOfTheBit Ltd,OutOfTheBit Ltd
135,932980,Axis Football 2018,2018-09-14,Axis Games,Axis Games
136,363530,Robot Arena III,2016-06-20,Gabriel Interactive,Octopus Tree
137,565390,Hyperun,2017-09-08,Concrete Games,Concrete Games
138,529020,Virtual-O,2016-12-07,Contours,Contours
139,355010,Race Arcade,2017-04-05,Iceflake Studios,Iceflake Studios
140,905230,IQ Test,2018-09-14,Star Legion,Star Legion
141,752380,TERRORHYTHM (TRRT) - Rhythm driven action beat 'em up!,2018-10-26,EvilCoGames,EvilCoGames
142,442220,Iron Madness,2016-03-02,Inane Games,Inane Games
143,407190,Club Manager 2016,2015-11-19,BigBlaze Games,2tainment GmbH
144,752170,Save Your Nuts,2020-04-16,Triple Scale Games,Triple Scale Games
145,347060,Pro Basketball Manager 2016,2016-01-14,"Cyanide Studio, Umix Studios",Bigben Interactive
146,384320,Handball 16,2015-11-27,Eko Software,"Bigben Interactive, Plug In Digital"
147,598640,Wonder Wickets,2018-10-17,Rightstick Studios,Rightstick Studios
148,1076640,Cricket Captain 2019,2019-05-30,Childish Things Ltd,Childish Things Ltd
149,642170,Legendary Hunter VR,2017-08-24,LastnOni,Frozen Dreams
150,388270,Baseball Mogul 2015,2014-04-03,"Sports Mogul, Inc.","Sports Mogul, Inc."
151,744980,Super Club Soccer,2019-10-25,Trick27 Studios Limited,Trick27 Studios Limited
152,455700,Big Buck Hunter Arcade,2016-10-25,GameMill Entertainment,GameMill Entertainment
153,1175470,Shine's Adventures 6 (Go! Girls),2019-11-26,ShineProject,ShineProject
154,880470,Pro Basketball Manager 2019,2018-11-21,Umix Studios,Umix Studios
155,697430,Differently Fast,2019-09-06,VRUG,VRUG
156,914180,MMA Team Manager,2019-03-11,Alternative Software Ltd,Alternative Software Ltd
157,611720,Practisim VR,2017-05-19,AncientSky Games,AncientSky Games
158,882280,Tinkr Garage,2018-10-09,"Tinkr, Inc.","Tinkr, Inc."
159,602490,Blood Bowl: Death Zone,2019-07-10,Cyanide Studio,Bigben Interactive
160,573550,GoalkeepVr,2017-01-06,DigitalBadger Design,DigitalBadger Design
161,560150,PLANNES,2016-12-08,"Tricol Co., Ltd.","Tricol Co., Ltd."
162,471730,Rocket Ski Racing,2016-10-13,nocanwin,nocanwin
163,839890,Kama Bullet Heritage 2,2018-04-18,Narko Games,Narko Games
164,630080,EggTime 2,2018-05-07,Bartoš Studio,Bartoš Studio
165,510080,Worldy Cup,2016-08-10,Tommosaur,Tommosaur
166,1058330,Fort Boyard,2019-06-27,Appeal Studio,Microids
167,1220630,Crazy VR Dance Party,2020-01-31,WTF Games,WTF Games
168,956360,Badminton Warrior (羽毛球勇士 中国新年版),2018-11-15,Milpitians,Milpitians
169,928370,Axe Throw VR,2018-09-17,PsychicParrot,PsychicParrot
170,566150,Bowling at the Lake,2016-12-08,WhirlVFX,WhirlVFX
171,1175100,单词训练营 | Word Training Camp,2019-11-07,CCYY,CCYY
172,601590,BattleTrucks,2017-04-03,BattleGames,BattleGames
173,1012580,Triumph in the Skies,2019-11-26,"UG Virtual Reality Technology Co.,Ltd.","UG Virtual Reality Technology Co.,Ltd."
174,646380,Uphill Skiing,2017-06-30,Happy Hobgoblin,Happy Hobgoblin
175,806830,Horse World,2018-03-26,Crenetic GmbH Studios,familyplay
176,1140070,Tractor Cargo Driving Simulator,2019-08-28,Tractor Cargo Driving Simulator,Tractor Cargo Driving Simulator
177,1005530,Club Soccer Director PRO 2020,2019-09-26,Go Play Games Ltd,Go Play Games Ltd
178,692310,REPULSE: Galactic Rivals,2017-11-13,IronEqual,IronEqual
179,844310,Curling World Cup,2018-05-07,Simulators Live,Simulators Live
180,852450,The Stray Cat,2018-04-20,EugeneLee,EugeneLee
181,667690,Bedlamball,2018-04-19,"Evan Peiperl, Brianna Livesay","Evan \\\\,  Peiperl"
182,898930,Pingball Ultra,2018-08-07,Jakub Domanski,Jakub Domanski
183,569940,Bocce Beach,2017-02-16,"Funly, LLC","Funly, LLC"
184,782210,Arc Surfer,2018-04-30,Pixel Fyzz,Pixel Fyzz
185,693240,Mahjong Challenge,2017-08-22,Mahjong Solitaire,Mahjong Solitaire
186,1163090,Boot Camp Fitness,2020-04-10,Kevin Baker,Kevin Baker
187,721480,VR Hockey League,2018-09-25,MadskillzVR,MadskillzVR
188,971900,Draft Day Sports: Pro Basketball 2019,2018-11-13,Wolverine Studios,Wolverine Studios
189,1016690,DUST-UP,2019-02-22,SergeyDo,SergeyDo
190,1099010,Bocce VR,2019-06-19,Gamesandapps,Gamesandapps
191,696880,2D Paintball,2019-05-01,2Dio,2Dio
192,713230,VR Drivers,2017-10-05,Magic VR,Magic VR
193,1111200,Car Soccer World Cup,2019-08-01,DitzelGames,Daniel Erdmann
194,582390,Ski Sport: Jumping VR,2017-02-02,Ramotion Inc.,Ramotion Inc.
195,910500,Goalkeeper Legend,2018-08-17,Gooners Game,Gooners Game
196,526090,Very Real Chess,2016-11-11,Zachary Geier,Zachary Geier
197,931210,Tabletop Basketball VR,2018-11-22,RedZone Studios LLC,RedZone Studios LLC
198,542670,Extreme Skiing VR,2016-10-20,乐客游戏,乐客游戏
199,788500,7 Soccer: a sci-fi soccer tale,2018-02-14,Mario D'Eliso ,Mario D'Eliso
200,546040,Ancient Code VR( The Fantasy Egypt Journey),2017-07-01,Edougame,Edougame
201,615070,Dealey Plaza Paintball,2019-08-07,Jason Baird,Jason Baird
202,1193930,Ping Pong Space - Retro Tennis,2019-12-05,Best Friend Games,Best Friend Games
203,584080,Proton Ball,2019-02-18,Exoception,Exoception
204,618600,挑战立方VR(Challenge Cube VR),2017-04-24,光域网络,光域网络
205,748670,Skydiving Simulator VR,2018-01-31,Builder7,Big Fish Games
206,412560,Pro Basketball Manager 2016 - US Edition,2016-02-18,"Cyanide Studio, Umix Studios",Bigben Interactive
207,1233120,Street Racing 2020,2020-03-30,Technologies&amp;Simulators,Technologies&amp;Simulators
208,286940,S.K.I.L.L. - Special Force 2 (Shooter),2013-09-12,"Dragonfly GF Co., LTD",Gameforge 4D GmbH
209,485610,Ball 3D: Soccer Games,2017-03-31,Unusualsoft,Unusualsoft
210,410340,Liftoff: FPV Drone Racing,2018-09-13,LuGus Studios,LuGus Studios
211,287340,Colin McRae Rally,2014-07-30,Codemasters Digital,Codemasters
212,269170,Sports Bar VR,2016-06-01,"Cherry Pop Games, Perilous Orbit",Perilous Orbit
213,994930,Soccer Manager 2019,2018-12-19,Soccer Manager Ltd,Soccer Manager Ltd
214,673560,IOSoccer,2018-06-08,IOSoccer Team,IOSoccer Team
215,273840,Stock Car Extreme,2015-02-11,Reiza Studios,Reiza Studios
216,299500,International Snooker,2013-01-11,Big Head Games Ltd,Big Head Games Ltd
217,1160330,Fight of Animals,2019-12-18,Digital Crafter,Digital Crafter
218,649640,Ashes Cricket,2017-12-15,Big Ant Studios,Big Ant Studios
219,377060,On a Roll,2017-08-30,Creative Concepts,Creative Concepts
220,497700,Safety First!,2016-09-08,JCO,Headup
221,887800,Snooker 19,2019-04-17,Lab42,Ripstone
222,856130,Dark SASI,2018-05-18,Narko Games,Narko Games
223,329190,Volo Airsport,2014-12-04,Ramjet Anvil,Ramjet Anvil
224,554750,Axis Football 2017,2017-08-16,Axis Games,Axis Games
225,1004210,Pandamonia 潘德莫尼亚,2019-04-29,Running Hoffman,Running Hoffman
226,394290,Tennis in the Face,2015-11-18,10tons Ltd,10tons Ltd
227,880380,Franchise Hockey Manager 5,2018-10-05,Out of the Park Developments,Out of the Park Developments
228,723610,Dream Golf VR,2017-11-03,Isaac Stearns,Isaac Stearns
229,715370,Fidget Spinner Editor,2017-10-09,Myarcadegames Studios,Myarcadegames Studios
230,773390,Aim Trainer Pro,2018-01-25,DanD,DanD
231,572160,Golf for Workgroups,2017-04-06,Cryptic Sea,Devolver Digital
232,453680,MiniGolf Mania,2016-03-25,Road Turtle Games,Axis Games
233,566780,Beats Fever,2017-01-09,Arrowiz,Arrowiz
234,462480,Sweet Escape VR,2016-04-20,"Reailty Smash, Inc.","Reality Smash, Inc."
235,340960,Pulsen,2015-07-27,4-Panel Footprint,4-Panel Footprint
236,1050510,Super Tennis Blast,2019-05-24,Unfinished Pixel,Unfinished Pixel
237,419990,Ganbare! Super Strikers,2018-07-26,rese,rese
238,535160,Fire in the Goal ,2016-10-26,Wild Planet Studio,Wild Planet Studio
239,636460,Rugby League Team Manager 2018,2017-10-13,Alternative Software Ltd,Alternative Software Ltd
240,566380,Speedball Arena,2017-10-25,Reality Reflection,Reality Reflection
241,422140,Wrestling Spirit 3,2015-12-09,Grey Dog Software,Viva Media
242,970730,Ball Out,2019-12-02,Forceight,Forceight
243,1103770,Super Arcade Racing,2019-10-15,OutOfTheBit Ltd,OutOfTheBit Ltd
244,1237540,Ultimate MMA,2020-03-05,Anton Pushkarev,gridmaniac
245,458370,VR Baseball,2016-04-04,Rank17,Rank17
246,796780,Star Drift,2018-02-22,Catze,Catze
247,1136880,Baby Walking Simulator,2019-08-31,One Button Please,One Button Please
248,377550,Unfair Jousting Fair,2015-09-03,Rodaja,Rodaja
249,736340,VR Mini Bowling,2018-12-05,Brian Macumber,Brian Macumber
250,1230860,2MD: VR Football Evolution,2020-04-01,"Truant Pixel, LLC","Truant Pixel, LLC"
251,509070,Super VR Trainer,2017-03-13,"Jorge Moreno Aguilera, David Erosa",David Erosa García
252,855580,Ahlman Arcade 2018,2018-08-11,Team in Time,Ahlman Game Studio
253,511790,Retro Football Boss,2016-09-12,1888 Games,Plug In Digital
254,532120,Header Goal VR: Being Axel Rix,2017-08-16,Codemodeon,Codemodeon
255,380950,Bocce Revolution,2015-10-23,Dysotek,Dysotek
256,664650,Canadian Football 2017,2017-07-26,Canuck Play Inc.,Canuck Play Inc.
257,871510,Wheelchair Simulator,2018-06-12,ViRa Games,ViRa Games
258,683790,Tractorball,2017-10-04,Ninja Whale Studios,Ninja Whale Studios
259,1203230,Shake Your Body,2020-01-12,Trilobite Animation Technology,Trilobite Animation Technology
260,1218830,Tropical Air Hockey,2020-02-14,ITC Studio,ITC Studio
261,406410,Minigolf VR,2016-03-30,Virtualex,Virtualex
262,1085390,Angler's Life,2019-10-31,reCore Games,reCore Games
263,807790,Parkour Simulator,2018-03-22,Action Portal,Action Portal
264,1029570,Perfect Round Disc Golf,2020-03-12,Tree Branch Games,Tree Branch Games
265,792720,Boxing Apocalypse,2018-04-20,"Gotham City Films, LLC","Gotham City Films, LLC"
266,1253570,Futuball - Future Football Manager Game,2020-02-24,Trophy Games,Trophy Games
267,1063470,Ski Jumping Pro VR,2019-12-06,Yippee Entertainment,Kalypso Media Digital
268,718410,AWS Argentina Wingshooting Simulator,2017-11-08,Curse Box Studios,AWS
269,1181270,God of Gym,2020-01-03,Team KARPETTI,Team KARPETTI
270,850880,Vegetaball,2018-08-31,Gamma Games Interactive Inc.,Gamma Games Interactive Inc.
271,1078130,Cannon Arena,2019-06-19,1Monkey2Brains,1Monkey2Brains
272,853320,KURT - DER FUSSBALLMANAGER,1999-02-01,"Heart-Line, Greencode",UniqueGames
273,1050810,The Hunt in the Forest,2019-04-07,Horse Games,Horse Games
274,1131270,Zombie Golf,2019-08-27,Icebreaker Games LLC,Icebreaker Games LLC
275,1024860,BFGE (Bartender Flair Game),2019-02-28,Gazflair3d,Gazflair3d
276,373820,Soccer Pinball Thrills,2015-06-26,"Fancy Bytes, Reactor",United Independent Entertainment GmbH
277,765560,Pro Strategy Football 2018,2017-12-15,Kerry Batts,Pro Strategy Games
278,859660,Discs of Steel Party,2018-10-15,Wombatgames,Wombatgames
279,578010,Australian Football Coach,2020-03-17,Statto Software,Statto Software
280,389230,Fish or Die,2016-09-15,Thirsten Studios,Thirsten Studios
281,1176970,Bolf,2019-11-19,SimTenero,SimTenero
282,1131110,Orbitblazers,2020-01-10,ogsoftgames,ogsoftgames
283,1159890,Supercar Drift,2019-10-09,PLAYWHIZ GAMES Pvt Ltd,PLAYWHIZ GAMES Pvt Ltd
284,575560,Space Badminton VR,2016-12-29,Shashitha Kularatna,Shashitha Kularatna
285,833770,Couch Party Game Night,2018-09-27,Dan H,Dan H
286,1063330,麻神消消乐,2019-05-15,MiaoXi Studio,MiaoXi Studio
287,721670,Frontiers.io,2017-10-12,Frontiers.io,Frontiers.io
288,985930,::CallBack,2019-10-04,Water Temple Studio,Water Temple Studio
289,1015470,Need for Spirit: Off-Road Edition,2019-03-07,"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
290,1002650,Puttin' Around,2019-03-06,Better Games LLC,Better Games LLC
291,804620,Boxing Fighter : Super punch,2018-04-01,Playtouch,Playtouch
292,348570,Monster Minis Extreme Off-Road,2018-08-11,Mindwedge,Mindwedge
293,1167710,clutchball,2018-12-19,Sokpop Collective,Sokpop Collective
294,981540,Stellar Sphere,2019-03-29,Titan Deep Space Company,Titan Deep Space Company
295,720540,TRIPLE TWENTY - VR Darts,2017-10-09,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd
296,673250,Exterminator: Escape!,2017-09-15,"PRIME WORKS Co.,Ltd.","PRIME WORKS Co.,Ltd."
297,862190,Footy Ball Tournament 2018,2018-06-14,Heroic Games Studio,Heroic Games Studio
298,537170,4x4 Offroad Racing - Nitro,2017-03-10,magnussoft,magnussoft
299,1000870,On Target VR Darts,2019-03-08,Colugo Productions Inc.,Colugo Productions Inc.
300,678570,VR Fitness,2017-08-06,iDEACLOUD inc.,iDEACLOUD inc.
301,1249380,Kepler,2020-03-02,Myself,Myself
302,1040370,Thigh Climbers,2019-11-15,"Monarchy Media, LLC","Monarchy Media, LLC"
303,1086070,HOT VIEW ECCHI GIRLS,2019-06-07,NEXION,NEXION X INC.
304,1037810,Ping Pong Trick Shot EVOLUTION,2019-03-18,"SIMS Co., Ltd.","SIMS Co., Ltd."
305,960940,VRiczat - The Virtual Reality Cricket Game,2019-06-05,Madras MindWorks,Madras MindWorks Private Limited
306,816160,Score a goal 2 (Physical football),2018-03-16,BulatHard,BulatHard
307,567890,Zero-G,2017-01-13,Søren Trautner Madsen,Trautner Games
308,1151200,Just Drift It !,2020-04-03,Vencious Games,Vencious Games
309,818790,Stunt Hill,2018-03-25,CasGames,CasGames
310,499070,Pro Strategy Football 2016,2016-09-06,Kerry Batts,Pro Strategy Games
311,794180,PRO FISHING SIMULATOR,2018-11-29,Sanuk Games,Bigben Interactive
312,780080,Bikour!,2018-01-22,The Most,The Most
313,261600,Basketball Pro Management 2014,2014-01-06,Umix Studios,"Plug In Digital, Cyanide Studio"
314,330520,Tail Drift,2014-10-29,Attract Mode Games,Right Pedal Studios
315,455770,YamaYama,2017-07-12,Lumenox ehf,Lumenox ehf
316,557960,Beach Bowling Dream VR,2017-01-13,"Lucid Dreams VR, LLC","Lucid Dreams VR, LLC"
317,729990,HEXOPODS,2017-11-17,Florent Vieillescazes,Florent Vieillescazes
