,ID,Game,ReleaseDate,Developer,Publisher
37,393520,Iconoclasts,2018-01-23,Joakim Sandberg,"Bifrost Entertainment, DANGEN Entertainment, Gamera Game, INTRAGAMES CO., LTD."
38,294100,RimWorld,2018-10-17,Ludeon Studios,Ludeon Studios
39,736260,Baba Is You,2019-03-13,Hempuli Oy,Hempuli Oy
40,300550,Shadowrun: Dragonfall - Director's Cut,2014-09-18,Harebrained Schemes,Paradox Interactive
41,597220,West of Loathing,2017-08-10,Asymmetric,Asymmetric
42,210970,The Witness,2016-01-26,"Thekla, Inc.","Thekla, Inc."
43,41050,Serious Sam Classic: The First Encounter,2001-03-21,Croteam,Devolver Digital
44,336140,Unavowed,2018-08-08,Wadjet Eye Games,Wadjet Eye Games
45,40800,Super Meat Boy,2010-11-30,Team Meat,Electronic Arts
46,747350,Hellblade: Senua's Sacrifice VR Edition,2018-07-31,Ninja Theory,Ninja Theory
47,367520,Hollow Knight,2017-02-24,Team Cherry,Team Cherry
48,304430,INSIDE,2016-07-07,Playdead,Playdead
49,247080,Crypt of the NecroDancer,2015-04-23,Brace Yourself Games,"Brace Yourself Games, Klei Entertainment"
50,230230,Divinity: Original Sin (Classic),2014-06-30,Larian Studios,Larian Studios
51,314660,Oddworld: New 'n' Tasty,2015-02-25,"Just Add Water (Developments), Ltd.","Oddworld Inhabitants, Inc."
52,436320,Raw Data,2017-10-05,Survios,Survios
53,269050,Year Walk,2014-03-06,Simogo,Simogo
54,264710,Subnautica,2018-01-23,Unknown Worlds Entertainment,Unknown Worlds Entertainment
55,240760,Wasteland 2: Director's Cut,2014-09-18,inXile Entertainment,inXile Entertainment
56,231160,The Swapper,2013-05-30,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games
57,596970,SUNLESS SKIES,2019-01-31,Failbetter Games,Failbetter Games
58,201290,Sins of a Solar Empire: Trinity,2011-11-16,"Ironclad Games, Stardock Entertainment",Stardock Entertainment
59,465650,Out of the Park Baseball 18,2017-03-24,Out of the Park Developments,Out of the Park Developments
60,600130,Valfaris,2019-10-10,Steel Mantis,Big Sugar
61,283680,Astebreed: Definitive Edition,2014-05-30,Edelweiss,PLAYISM
62,405640,Pony Island,2016-01-04,Daniel Mullins Games,Daniel Mullins Games
63,356400,Thumper,2016-10-10,Drool,Drool
64,526140,The Gallery - Episode 2: Heart of the Emberstone,2017-10-18,Cloudhead Games ltd.,Cloudhead Games ltd.
65,232430,Gone Home,2013-08-15,Fullbright,Fullbright
66,252950,Rocket League,2015-07-07,Psyonix LLC,Psyonix LLC
67,107100,Bastion,2011-08-16,Supergiant Games,Supergiant Games
68,368370,Her Story,2015-06-24,Sam Barlow,Sam Barlow
69,238960,Path of Exile,2013-10-23,Grinding Gear Games,Grinding Gear Games
70,496620,Monster Slayers,2017-03-23,Nerdook Productions,Digerati
71,905690,魔物讨伐团,2018-08-15,Nerdook Productions,Surefire.Games
72,457140,Oxygen Not Included,2019-07-30,Klei Entertainment,Klei Entertainment
73,244210,Assetto Corsa,2014-12-19,Kunos Simulazioni,Kunos Simulazioni
74,12900,AudioSurf,2008-02-15,Dylan Fitterer,
75,334140,Roche Fusion,2015-01-23,amulware,amulware
76,41060,Serious Sam Classic: The Second Encounter,2002-02-05,Croteam,Devolver Digital
77,219150,Hotline Miami,2012-10-23,Dennaton Games,Devolver Digital
78,57300,Amnesia: The Dark Descent,2010-09-08,Frictional Games,Frictional Games
79,257510,The Talos Principle,2014-12-11,Croteam,"Devolver Digital, Croteam"
80,418240,Shadow Tactics: Blades of the Shogun,2016-12-06,Mimimi Games,Daedalic Entertainment
81,578620,GORN,2019-07-18,Free Lives,Devolver Digital
82,40700,Machinarium,2009-10-16,Amanita Design,Amanita Design
83,434660,Octahedron: Transfixed Edition,2018-03-20,Demimonde,Square Enix 
84,366970,Mighty Switch Force! Hyper Drive Edition,2015-06-25,WayForward,WayForward
85,241600,Rogue Legacy,2013-06-27,Cellar Door Games,Cellar Door Games
86,528720,Shu,2016-10-04,"Coatsink, Secret Lunch",Coatsink
87,98200,Frozen Synapse,2011-05-26,Mode 7,Mode 7
88,239030,"Papers, Please",2013-08-08,Lucas Pope,3909
89,250760,Shovel Knight: Treasure Trove,2014-06-26,Yacht Club Games,Yacht Club Games
90,813630,Supraland,2019-04-05,Supra Games,Supra Games
91,285440,Crimzon Clover WORLD IGNITION,2014-06-06,"YOTSUBANE, Adventure Planning Service",Degica
92,416600,Full Metal Furies,2018-01-17,Cellar Door Games,"Cellar Door Games, Neowiz (Korea Marketing)"
93,327500,Zenzizenzic,2015-07-23,bitHuffel,Adult Swim Games
94,762610,Russian Subway Dogs,2018-08-02,Spooky Squid Games Inc.,Spooky Squid Games Inc.
95,238460,BattleBlock Theater,2014-05-15,The Behemoth,The Behemoth
96,571310,SteamWorld Dig 2,2017-09-22,Image & Form Games,Image & Form Games
97,218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013-02-26,Gaijin Games,Gaijin Games
98,600370,Paradigm,2017-04-05,Jacob Janerka,Jacob Janerka
99,595790,Hell is Other Demons,2019-05-20,Cuddle Monster Games,Kongregate
100,319050,Chaos Reborn,2015-10-26,Snapshot Games Inc.,Snapshot Games Inc.
101,534550,Guacamelee! 2,2018-08-21,DrinkBox Studios,DrinkBox Studios
102,590690,Sprint Vector,2018-02-08,Survios,Survios
103,1520,DEFCON,2006-09-29,Introversion Software,Introversion Software
104,20820,Shatter,2010-03-15,Sidhe,PikPok
