,ave_age_Action,ave_age_Adventure,ave_age_Early+Access,ave_age_Ex+Early+Access,ave_age_Free,ave_age_Indie,ave_age_Massively,ave_age_RPG,ave_age_Simulation,ave_age_Sports,ave_age_Strategy
0,49.38223350253807,42.06010928961749,0.0,0.0,0.0,33.15969289827255,0.0,0.0,0.0,0.0,0.0
1,45.282941176470594,39.31925554760201,0.0,0.0,0.0,31.3877638948729,0.0,0.0,0.0,0.0,0.0
2,51.66264333132167,46.52653631284916,0.0,0.0,0.0,33.65503533568904,0.0,0.0,0.0,0.0,0.0
3,52.977528089887635,43.99145860709593,0.0,0.0,0.0,35.518350515463915,0.0,0.0,0.0,0.0,0.0
4,47.02698145025296,41.709987195902684,0.0,0.0,0.0,33.53062015503876,0.0,0.0,0.0,0.0,0.0
5,47.653846153846146,42.89561457689932,0.0,0.0,0.0,33.09181240063593,0.0,0.0,0.0,0.0,0.0
6,49.38223350253807,0.0,21.2089552238806,0.0,0.0,33.15969289827255,0.0,0.0,36.987951807228924,0.0,0.0
7,45.282941176470594,0.0,19.415458937198068,0.0,0.0,31.3877638948729,0.0,0.0,37.18734491315136,0.0,0.0
8,51.66264333132167,0.0,21.306451612903224,0.0,0.0,33.65503533568904,0.0,0.0,41.00426136363637,0.0,0.0
9,52.977528089887635,0.0,24.746192893401016,0.0,0.0,35.518350515463915,0.0,0.0,40.21994884910486,0.0,0.0
10,47.02698145025296,0.0,22.07729468599034,0.0,0.0,33.53062015503876,0.0,0.0,38.827715355805246,0.0,0.0
11,47.653846153846146,0.0,19.538775510204086,0.0,0.0,33.09181240063593,0.0,0.0,41.56270447110142,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,33.15969289827255,0.0,0.0,36.987951807228924,0.0,51.38619201725998
13,0.0,0.0,0.0,0.0,0.0,31.3877638948729,0.0,0.0,37.18734491315136,0.0,47.4959349593496
14,0.0,0.0,0.0,0.0,0.0,33.65503533568904,0.0,0.0,41.00426136363637,0.0,51.81882352941177
15,0.0,0.0,0.0,0.0,0.0,35.518350515463915,0.0,0.0,40.21994884910486,0.0,51.97533632286996
16,0.0,0.0,0.0,0.0,0.0,33.53062015503876,0.0,0.0,38.827715355805246,0.0,50.136559139784936
17,0.0,0.0,0.0,0.0,0.0,33.09181240063593,0.0,0.0,41.56270447110142,0.0,48.87423312883436
18,49.38223350253807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.987951807228924,0.0,0.0
19,45.282941176470594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18734491315136,0.0,0.0
20,51.66264333132167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.00426136363637,0.0,0.0
21,52.977528089887635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.21994884910486,0.0,0.0
22,47.02698145025296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.827715355805246,0.0,0.0
23,47.653846153846146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.56270447110142,0.0,0.0
24,0.0,42.06010928961749,0.0,0.0,0.0,33.15969289827255,0.0,0.0,0.0,0.0,0.0
25,0.0,39.31925554760201,0.0,0.0,0.0,31.3877638948729,0.0,0.0,0.0,0.0,0.0
26,0.0,46.52653631284916,0.0,0.0,0.0,33.65503533568904,0.0,0.0,0.0,0.0,0.0
27,0.0,43.99145860709593,0.0,0.0,0.0,35.518350515463915,0.0,0.0,0.0,0.0,0.0
28,0.0,41.709987195902684,0.0,0.0,0.0,33.53062015503876,0.0,0.0,0.0,0.0,0.0
29,0.0,42.89561457689932,0.0,0.0,0.0,33.09181240063593,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,26.809187279151946,0.0,33.15969289827255,0.0,39.825231481481474,0.0,0.0,51.38619201725998
31,0.0,0.0,0.0,26.401544401544403,0.0,31.3877638948729,0.0,39.09610027855153,0.0,0.0,47.4959349593496
32,0.0,0.0,0.0,26.385281385281388,0.0,33.65503533568904,0.0,40.715846994535525,0.0,0.0,51.81882352941177
33,0.0,0.0,0.0,28.943089430894307,0.0,35.518350515463915,0.0,44.0353866317169,0.0,0.0,51.97533632286996
34,0.0,0.0,0.0,29.552529182879383,0.0,33.53062015503876,0.0,39.064009661835755,0.0,0.0,50.136559139784936
35,0.0,0.0,0.0,28.877777777777773,0.0,33.09181240063593,0.0,38.77816492450639,0.0,0.0,48.87423312883436
36,49.38223350253807,42.06010928961749,0.0,0.0,0.0,33.15969289827255,0.0,0.0,0.0,0.0,0.0
37,45.282941176470594,39.31925554760201,0.0,0.0,0.0,31.3877638948729,0.0,0.0,0.0,0.0,0.0
38,51.66264333132167,46.52653631284916,0.0,0.0,0.0,33.65503533568904,0.0,0.0,0.0,0.0,0.0
39,52.977528089887635,43.99145860709593,0.0,0.0,0.0,35.518350515463915,0.0,0.0,0.0,0.0,0.0
40,47.02698145025296,41.709987195902684,0.0,0.0,0.0,33.53062015503876,0.0,0.0,0.0,0.0,0.0
41,47.653846153846146,42.89561457689932,0.0,0.0,0.0,33.09181240063593,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,33.15969289827255,0.0,0.0,36.987951807228924,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,31.3877638948729,0.0,0.0,37.18734491315136,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,33.65503533568904,0.0,0.0,41.00426136363637,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,35.518350515463915,0.0,0.0,40.21994884910486,0.0,0.0
