,ave_age_Action,ave_age_Adventure,ave_age_Early+Access,ave_age_Ex+Early+Access,ave_age_Free,ave_age_Indie,ave_age_Massively,ave_age_RPG,ave_age_Simulation,ave_age_Sports,ave_age_Strategy
0,0.0,0.0,0.0,0.0,0.0,24.18932955618508,0.0,0.0,30.190068493150694,24.33050847457627,42.85770750988142
1,0.0,0.0,0.0,0.0,0.0,25.889285714285716,0.0,0.0,30.374321880651003,28.315789473684212,48.67664670658683
2,0.0,0.0,0.0,0.0,0.0,19.101392757660168,0.0,0.0,22.931297709923662,19.16190476190476,35.36156351791531
3,0.0,0.0,0.0,0.0,0.0,24.078893019413467,0.0,0.0,31.192546583850927,25.34426229508197,44.320754716981135
4,0.0,0.0,0.0,0.0,0.0,27.77088225427709,0.0,0.0,32.49338146811071,27.601307189542485,48.44232437120555
5,0.0,0.0,0.0,0.0,0.0,22.900318616294946,0.0,0.0,30.285046728971963,24.661417322834644,41.37262872628726
6,0.0,0.0,0.0,0.0,0.0,24.18932955618508,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,25.889285714285716,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,19.101392757660168,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,24.078893019413467,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,27.77088225427709,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,22.900318616294946,0.0,0.0,0.0,0.0,0.0
12,38.911764705882355,0.0,0.0,0.0,0.0,0.0,0.0,35.45918367346939,0.0,0.0,0.0
13,41.08508287292817,0.0,0.0,0.0,0.0,0.0,0.0,38.954268292682926,0.0,0.0,0.0
14,33.30894886363637,0.0,0.0,0.0,0.0,0.0,0.0,27.60566037735849,0.0,0.0,0.0
15,38.995073891625616,0.0,0.0,0.0,0.0,0.0,0.0,35.562412342215985,0.0,0.0,0.0
16,41.04535542956826,0.0,0.0,0.0,0.0,0.0,0.0,36.97717391304347,0.0,0.0,0.0
17,39.87395957193817,0.0,0.0,0.0,0.0,0.0,0.0,36.234676007005255,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85770750988142
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.67664670658683
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.36156351791531
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.320754716981135
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44232437120555
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37262872628726
24,38.911764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,41.08508287292817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,33.30894886363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,38.995073891625616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,41.04535542956826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,39.87395957193817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,34.67513069454817,0.0,0.0,0.0,24.18932955618508,0.0,0.0,0.0,0.0,0.0
31,0.0,37.24132841328414,0.0,0.0,0.0,25.889285714285716,0.0,0.0,0.0,0.0,0.0
32,0.0,23.37079731027858,0.0,0.0,0.0,19.101392757660168,0.0,0.0,0.0,0.0,0.0
33,0.0,32.63210039630119,0.0,0.0,0.0,24.078893019413467,0.0,0.0,0.0,0.0,0.0
34,0.0,36.77834757834758,0.0,0.0,0.0,27.77088225427709,0.0,0.0,0.0,0.0,0.0
35,0.0,31.32521602513747,0.0,0.0,0.0,22.900318616294946,0.0,0.0,0.0,0.0,0.0
36,38.911764705882355,0.0,0.0,0.0,0.0,0.0,0.0,35.45918367346939,0.0,0.0,0.0
37,41.08508287292817,0.0,0.0,0.0,0.0,0.0,0.0,38.954268292682926,0.0,0.0,0.0
38,33.30894886363637,0.0,0.0,0.0,0.0,0.0,0.0,27.60566037735849,0.0,0.0,0.0
39,38.995073891625616,0.0,0.0,0.0,0.0,0.0,0.0,35.562412342215985,0.0,0.0,0.0
40,41.04535542956826,0.0,0.0,0.0,0.0,0.0,0.0,36.97717391304347,0.0,0.0,0.0
41,39.87395957193817,0.0,0.0,0.0,0.0,0.0,0.0,36.234676007005255,0.0,0.0,0.0
42,0.0,0.0,0.0,5.720833333333332,0.0,24.18932955618508,0.0,35.45918367346939,0.0,0.0,0.0
43,0.0,0.0,0.0,7.904761904761906,0.0,25.889285714285716,0.0,38.954268292682926,0.0,0.0,0.0
44,0.0,0.0,0.0,5.49802371541502,0.0,19.101392757660168,0.0,27.60566037735849,0.0,0.0,0.0
45,0.0,0.0,0.0,9.525925925925923,0.0,24.078893019413467,0.0,35.562412342215985,0.0,0.0,0.0
46,0.0,0.0,0.0,9.667613636363637,0.0,27.77088225427709,0.0,36.97717391304347,0.0,0.0,0.0
47,0.0,0.0,0.0,8.246808510638298,0.0,22.900318616294946,0.0,36.234676007005255,0.0,0.0,0.0
48,0.0,34.67513069454817,0.0,5.720833333333332,0.0,24.18932955618508,0.0,35.45918367346939,0.0,0.0,0.0
49,0.0,37.24132841328414,0.0,7.904761904761906,0.0,25.889285714285716,0.0,38.954268292682926,0.0,0.0,0.0
50,0.0,23.37079731027858,0.0,5.49802371541502,0.0,19.101392757660168,0.0,27.60566037735849,0.0,0.0,0.0
51,0.0,32.63210039630119,0.0,9.525925925925923,0.0,24.078893019413467,0.0,35.562412342215985,0.0,0.0,0.0
52,0.0,36.77834757834758,0.0,9.667613636363637,0.0,27.77088225427709,0.0,36.97717391304347,0.0,0.0,0.0
53,0.0,31.32521602513747,0.0,8.246808510638298,0.0,22.900318616294946,0.0,36.234676007005255,0.0,0.0,0.0
54,38.911764705882355,0.0,0.0,0.0,0.0,24.18932955618508,0.0,0.0,0.0,0.0,0.0
55,41.08508287292817,0.0,0.0,0.0,0.0,25.889285714285716,0.0,0.0,0.0,0.0,0.0
56,33.30894886363637,0.0,0.0,0.0,0.0,19.101392757660168,0.0,0.0,0.0,0.0,0.0
57,38.995073891625616,0.0,0.0,0.0,0.0,24.078893019413467,0.0,0.0,0.0,0.0,0.0
58,41.04535542956826,0.0,0.0,0.0,0.0,27.77088225427709,0.0,0.0,0.0,0.0,0.0
59,39.87395957193817,0.0,0.0,0.0,0.0,22.900318616294946,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,24.18932955618508,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,25.889285714285716,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,19.101392757660168,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,24.078893019413467,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,27.77088225427709,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,22.900318616294946,0.0,0.0,0.0,0.0,0.0
66,38.911764705882355,0.0,0.0,0.0,0.0,24.18932955618508,0.0,0.0,0.0,0.0,0.0
67,41.08508287292817,0.0,0.0,0.0,0.0,25.889285714285716,0.0,0.0,0.0,0.0,0.0
68,33.30894886363637,0.0,0.0,0.0,0.0,19.101392757660168,0.0,0.0,0.0,0.0,0.0
