,IV_count_Action,IV_count_Adventure,IV_count_Early+Access,IV_count_Ex+Early+Access,IV_count_Free,IV_count_Indie,IV_count_Massively,IV_count_RPG,IV_count_Simulation,IV_count_Sports,IV_count_Strategy,IV_count_Others
96,1637,1341,0,0,0,0,0,0,0,0,0,0
97,1812,1358,0,0,0,0,0,0,0,0,0,0
98,1410,1045,0,0,0,0,0,0,0,0,0,0
99,1829,1517,0,0,0,0,0,0,0,0,0,0
100,2298,1761,0,0,0,0,0,0,0,0,0,0
101,1686,1277,0,0,0,0,0,0,0,0,0,0
102,1637,0,0,0,0,0,0,0,0,0,0,0
103,1812,0,0,0,0,0,0,0,0,0,0,0
104,1410,0,0,0,0,0,0,0,0,0,0,0
105,1829,0,0,0,0,0,0,0,0,0,0,0
106,2298,0,0,0,0,0,0,0,0,0,0,0
107,1686,0,0,0,0,0,0,0,0,0,0,0
108,1637,0,0,0,0,2122,0,0,0,0,0,0
109,1812,0,0,0,0,2243,0,0,0,0,0,0
110,1410,0,0,0,0,1797,0,0,0,0,0,0
111,1829,0,0,0,0,2423,0,0,0,0,0,0
112,2298,0,0,0,0,2986,0,0,0,0,0,0
113,1686,0,0,0,0,2201,0,0,0,0,0,0
114,0,0,0,240,0,0,0,0,0,0,0,0
115,0,0,0,252,0,0,0,0,0,0,0,0
116,0,0,0,253,0,0,0,0,0,0,0,0
117,0,0,0,270,0,0,0,0,0,0,0,0
118,0,0,0,352,0,0,0,0,0,0,0,0
119,0,0,0,235,0,0,0,0,0,0,0,0
120,1637,1341,0,0,2,2122,0,0,0,0,760,0
121,1812,1358,0,0,2,2243,0,0,0,0,837,0
122,1410,1045,0,0,3,1797,0,0,0,0,614,0
123,1829,1517,0,0,3,2423,0,0,0,0,849,0
124,2298,1761,0,0,3,2986,0,0,0,0,1156,0
125,1686,1277,0,0,4,2201,0,0,0,0,740,0
126,0,0,106,0,0,2122,0,589,586,0,0,0
127,0,0,104,0,0,2243,0,656,556,0,0,0
128,0,0,91,0,0,1797,0,531,525,0,0,0
129,0,0,122,0,0,2423,0,713,646,0,0,0
130,0,0,155,0,0,2986,0,921,835,0,0,0
131,0,0,130,0,0,2201,0,572,645,0,0,0
132,0,0,0,0,0,2122,0,0,0,0,0,0
133,0,0,0,0,0,2243,0,0,0,0,0,0
134,0,0,0,0,0,1797,0,0,0,0,0,0
135,0,0,0,0,0,2423,0,0,0,0,0,0
136,0,0,0,0,0,2986,0,0,0,0,0,0
137,0,0,0,0,0,2201,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,760,0
139,0,0,0,0,0,0,0,0,0,0,837,0
140,0,0,0,0,0,0,0,0,0,0,614,0
141,0,0,0,0,0,0,0,0,0,0,849,0
142,0,0,0,0,0,0,0,0,0,0,1156,0
143,0,0,0,0,0,0,0,0,0,0,740,0
144,0,0,0,0,0,2122,0,0,0,0,0,0
145,0,0,0,0,0,2243,0,0,0,0,0,0
146,0,0,0,0,0,1797,0,0,0,0,0,0
147,0,0,0,0,0,2423,0,0,0,0,0,0
148,0,0,0,0,0,2986,0,0,0,0,0,0
149,0,0,0,0,0,2201,0,0,0,0,0,0
150,0,1341,0,0,0,2122,0,0,0,0,0,0
151,0,1358,0,0,0,2243,0,0,0,0,0,0
152,0,1045,0,0,0,1797,0,0,0,0,0,0
153,0,1517,0,0,0,2423,0,0,0,0,0,0
154,0,1761,0,0,0,2986,0,0,0,0,0,0
155,0,1277,0,0,0,2201,0,0,0,0,0,0
156,1637,0,0,0,0,2122,0,0,0,0,0,0
157,1812,0,0,0,0,2243,0,0,0,0,0,0
158,1410,0,0,0,0,1797,0,0,0,0,0,0
159,1829,0,0,0,0,2423,0,0,0,0,0,0
160,2298,0,0,0,0,2986,0,0,0,0,0,0
161,1686,0,0,0,0,2201,0,0,0,0,0,0
162,1637,1341,0,0,0,0,0,0,0,0,0,0
163,1812,1358,0,0,0,0,0,0,0,0,0,0
164,1410,1045,0,0,0,0,0,0,0,0,0,0
165,1829,1517,0,0,0,0,0,0,0,0,0,0
166,2298,1761,0,0,0,0,0,0,0,0,0,0
167,1686,1277,0,0,0,0,0,0,0,0,0,0
168,1637,0,0,0,0,2122,0,0,0,0,0,0
169,1812,0,0,0,0,2243,0,0,0,0,0,0
170,1410,0,0,0,0,1797,0,0,0,0,0,0
171,1829,0,0,0,0,2423,0,0,0,0,0,0
172,2298,0,0,0,0,2986,0,0,0,0,0,0
173,1686,0,0,0,0,2201,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,760,0
175,0,0,0,0,0,0,0,0,0,0,837,0
176,0,0,0,0,0,0,0,0,0,0,614,0
177,0,0,0,0,0,0,0,0,0,0,849,0
178,0,0,0,0,0,0,0,0,0,0,1156,0
179,0,0,0,0,0,0,0,0,0,0,740,0
180,1637,0,0,0,0,0,0,0,0,0,0,0
181,1812,0,0,0,0,0,0,0,0,0,0,0
182,1410,0,0,0,0,0,0,0,0,0,0,0
183,1829,0,0,0,0,0,0,0,0,0,0,0
184,2298,0,0,0,0,0,0,0,0,0,0,0
185,1686,0,0,0,0,0,0,0,0,0,0,0
186,1637,0,0,0,0,2122,0,0,0,0,0,0
187,1812,0,0,0,0,2243,0,0,0,0,0,0
188,1410,0,0,0,0,1797,0,0,0,0,0,0
189,1829,0,0,0,0,2423,0,0,0,0,0,0
190,2298,0,0,0,0,2986,0,0,0,0,0,0
191,1686,0,0,0,0,2201,0,0,0,0,0,0
192,1637,0,0,0,0,2122,0,0,0,0,0,0
193,1812,0,0,0,0,2243,0,0,0,0,0,0
194,1410,0,0,0,0,1797,0,0,0,0,0,0
195,1829,0,0,0,0,2423,0,0,0,0,0,0
196,2298,0,0,0,0,2986,0,0,0,0,0,0
197,1686,0,0,0,0,2201,0,0,0,0,0,0
198,1637,1341,0,0,0,2122,0,0,0,0,0,0
199,1812,1358,0,0,0,2243,0,0,0,0,0,0
200,1410,1045,0,0,0,1797,0,0,0,0,0,0
201,1829,1517,0,0,0,2423,0,0,0,0,0,0
202,2298,1761,0,0,0,2986,0,0,0,0,0,0
203,1686,1277,0,0,0,2201,0,0,0,0,0,0
204,1637,1341,0,0,0,2122,0,0,0,0,0,0
205,1812,1358,0,0,0,2243,0,0,0,0,0,0
206,1410,1045,0,0,0,1797,0,0,0,0,0,0
207,1829,1517,0,0,0,2423,0,0,0,0,0,0
208,2298,1761,0,0,0,2986,0,0,0,0,0,0
209,1686,1277,0,0,0,2201,0,0,0,0,0,0
210,1637,1341,0,0,0,2122,0,0,0,0,0,0
211,1812,1358,0,0,0,2243,0,0,0,0,0,0
212,1410,1045,0,0,0,1797,0,0,0,0,0,0
213,1829,1517,0,0,0,2423,0,0,0,0,0,0
214,2298,1761,0,0,0,2986,0,0,0,0,0,0
215,1686,1277,0,0,0,2201,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,760,0
217,0,0,0,0,0,0,0,0,0,0,837,0
218,0,0,0,0,0,0,0,0,0,0,614,0
219,0,0,0,0,0,0,0,0,0,0,849,0
220,0,0,0,0,0,0,0,0,0,0,1156,0
221,0,0,0,0,0,0,0,0,0,0,740,0
222,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,2122,0,0,0,0,0,0
229,0,0,0,0,0,2243,0,0,0,0,0,0
230,0,0,0,0,0,1797,0,0,0,0,0,0
231,0,0,0,0,0,2423,0,0,0,0,0,0
232,0,0,0,0,0,2986,0,0,0,0,0,0
233,0,0,0,0,0,2201,0,0,0,0,0,0
234,1637,1341,0,240,0,2122,0,0,586,0,760,0
235,1812,1358,0,252,0,2243,0,0,556,0,837,0
236,1410,1045,0,253,0,1797,0,0,525,0,614,0
237,1829,1517,0,270,0,2423,0,0,646,0,849,0
238,2298,1761,0,352,0,2986,0,0,835,0,1156,0
239,1686,1277,0,235,0,2201,0,0,645,0,740,0
240,0,0,0,0,0,2122,0,0,0,0,0,0
241,0,0,0,0,0,2243,0,0,0,0,0,0
242,0,0,0,0,0,1797,0,0,0,0,0,0
243,0,0,0,0,0,2423,0,0,0,0,0,0
244,0,0,0,0,0,2986,0,0,0,0,0,0
245,0,0,0,0,0,2201,0,0,0,0,0,0
246,0,0,0,0,0,2122,0,0,0,0,760,0
247,0,0,0,0,0,2243,0,0,0,0,837,0
248,0,0,0,0,0,1797,0,0,0,0,614,0
249,0,0,0,0,0,2423,0,0,0,0,849,0
250,0,0,0,0,0,2986,0,0,0,0,1156,0
251,0,0,0,0,0,2201,0,0,0,0,740,0
252,1637,1341,0,0,0,2122,0,0,0,0,0,0
253,1812,1358,0,0,0,2243,0,0,0,0,0,0
254,1410,1045,0,0,0,1797,0,0,0,0,0,0
255,1829,1517,0,0,0,2423,0,0,0,0,0,0
256,2298,1761,0,0,0,2986,0,0,0,0,0,0
257,1686,1277,0,0,0,2201,0,0,0,0,0,0
258,0,0,0,0,0,2122,0,0,0,0,0,0
259,0,0,0,0,0,2243,0,0,0,0,0,0
260,0,0,0,0,0,1797,0,0,0,0,0,0
261,0,0,0,0,0,2423,0,0,0,0,0,0
262,0,0,0,0,0,2986,0,0,0,0,0,0
263,0,0,0,0,0,2201,0,0,0,0,0,0
264,0,0,0,0,0,2122,0,0,0,0,0,0
265,0,0,0,0,0,2243,0,0,0,0,0,0
266,0,0,0,0,0,1797,0,0,0,0,0,0
267,0,0,0,0,0,2423,0,0,0,0,0,0
268,0,0,0,0,0,2986,0,0,0,0,0,0
269,0,0,0,0,0,2201,0,0,0,0,0,0
270,1637,1341,0,0,0,0,0,0,0,0,0,0
271,1812,1358,0,0,0,0,0,0,0,0,0,0
272,1410,1045,0,0,0,0,0,0,0,0,0,0
273,1829,1517,0,0,0,0,0,0,0,0,0,0
274,2298,1761,0,0,0,0,0,0,0,0,0,0
275,1686,1277,0,0,0,0,0,0,0,0,0,0
276,1637,0,0,0,0,2122,0,0,0,0,0,0
277,1812,0,0,0,0,2243,0,0,0,0,0,0
278,1410,0,0,0,0,1797,0,0,0,0,0,0
279,1829,0,0,0,0,2423,0,0,0,0,0,0
280,2298,0,0,0,0,2986,0,0,0,0,0,0
281,1686,0,0,0,0,2201,0,0,0,0,0,0
282,1637,0,0,0,0,2122,0,0,0,0,0,0
283,1812,0,0,0,0,2243,0,0,0,0,0,0
284,1410,0,0,0,0,1797,0,0,0,0,0,0
285,1829,0,0,0,0,2423,0,0,0,0,0,0
286,2298,0,0,0,0,2986,0,0,0,0,0,0
287,1686,0,0,0,0,2201,0,0,0,0,0,0
288,1637,1341,0,0,0,2122,0,0,0,0,0,0
289,1812,1358,0,0,0,2243,0,0,0,0,0,0
290,1410,1045,0,0,0,1797,0,0,0,0,0,0
291,1829,1517,0,0,0,2423,0,0,0,0,0,0
292,2298,1761,0,0,0,2986,0,0,0,0,0,0
293,1686,1277,0,0,0,2201,0,0,0,0,0,0
294,1637,1341,0,0,0,0,0,0,0,0,0,0
295,1812,1358,0,0,0,0,0,0,0,0,0,0
296,1410,1045,0,0,0,0,0,0,0,0,0,0
297,1829,1517,0,0,0,0,0,0,0,0,0,0
298,2298,1761,0,0,0,0,0,0,0,0,0,0
299,1686,1277,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,2122,0,589,0,0,0,0
301,0,0,0,0,0,2243,0,656,0,0,0,0
302,0,0,0,0,0,1797,0,531,0,0,0,0
303,0,0,0,0,0,2423,0,713,0,0,0,0
304,0,0,0,0,0,2986,0,921,0,0,0,0
305,0,0,0,0,0,2201,0,572,0,0,0,0
306,1637,0,0,0,0,0,0,0,0,0,760,0
307,1812,0,0,0,0,0,0,0,0,0,837,0
308,1410,0,0,0,0,0,0,0,0,0,614,0
309,1829,0,0,0,0,0,0,0,0,0,849,0
310,2298,0,0,0,0,0,0,0,0,0,1156,0
311,1686,0,0,0,0,0,0,0,0,0,740,0
312,0,0,0,0,0,2122,0,0,0,0,760,0
313,0,0,0,0,0,2243,0,0,0,0,837,0
314,0,0,0,0,0,1797,0,0,0,0,614,0
315,0,0,0,0,0,2423,0,0,0,0,849,0
316,0,0,0,0,0,2986,0,0,0,0,1156,0
317,0,0,0,0,0,2201,0,0,0,0,740,0
318,0,0,0,0,0,2122,0,0,0,0,0,0
319,0,0,0,0,0,2243,0,0,0,0,0,0
320,0,0,0,0,0,1797,0,0,0,0,0,0
321,0,0,0,0,0,2423,0,0,0,0,0,0
322,0,0,0,0,0,2986,0,0,0,0,0,0
323,0,0,0,0,0,2201,0,0,0,0,0,0
324,0,0,0,0,0,2122,0,0,0,0,0,0
325,0,0,0,0,0,2243,0,0,0,0,0,0
326,0,0,0,0,0,1797,0,0,0,0,0,0
327,0,0,0,0,0,2423,0,0,0,0,0,0
328,0,0,0,0,0,2986,0,0,0,0,0,0
329,0,0,0,0,0,2201,0,0,0,0,0,0
330,0,0,106,0,0,0,0,0,0,0,0,0
331,0,0,104,0,0,0,0,0,0,0,0,0
332,0,0,91,0,0,0,0,0,0,0,0,0
333,0,0,122,0,0,0,0,0,0,0,0,0
334,0,0,155,0,0,0,0,0,0,0,0,0
335,0,0,130,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,2122,0,0,586,0,760,0
337,0,0,0,0,0,2243,0,0,556,0,837,0
338,0,0,0,0,0,1797,0,0,525,0,614,0
339,0,0,0,0,0,2423,0,0,646,0,849,0
340,0,0,0,0,0,2986,0,0,835,0,1156,0
341,0,0,0,0,0,2201,0,0,645,0,740,0
342,0,0,0,0,0,2122,0,0,0,0,0,0
343,0,0,0,0,0,2243,0,0,0,0,0,0
344,0,0,0,0,0,1797,0,0,0,0,0,0
345,0,0,0,0,0,2423,0,0,0,0,0,0
346,0,0,0,0,0,2986,0,0,0,0,0,0
347,0,0,0,0,0,2201,0,0,0,0,0,0
348,0,0,0,0,0,2122,0,0,0,119,760,0
349,0,0,0,0,0,2243,0,0,0,96,837,0
350,0,0,0,0,0,1797,0,0,0,106,614,0
351,0,0,0,0,0,2423,0,0,0,123,849,0
352,0,0,0,0,0,2986,0,0,0,154,1156,0
353,0,0,0,0,0,2201,0,0,0,127,740,0
354,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0,0,0,0,0
360,1637,0,0,0,0,0,0,0,0,0,0,0
361,1812,0,0,0,0,0,0,0,0,0,0,0
362,1410,0,0,0,0,0,0,0,0,0,0,0
363,1829,0,0,0,0,0,0,0,0,0,0,0
364,2298,0,0,0,0,0,0,0,0,0,0,0
365,1686,0,0,0,0,0,0,0,0,0,0,0
366,0,1341,0,0,0,2122,0,589,0,0,0,0
367,0,1358,0,0,0,2243,0,656,0,0,0,0
368,0,1045,0,0,0,1797,0,531,0,0,0,0
369,0,1517,0,0,0,2423,0,713,0,0,0,0
370,0,1761,0,0,0,2986,0,921,0,0,0,0
371,0,1277,0,0,0,2201,0,572,0,0,0,0
372,1637,0,0,0,0,0,0,0,0,0,0,0
373,1812,0,0,0,0,0,0,0,0,0,0,0
374,1410,0,0,0,0,0,0,0,0,0,0,0
375,1829,0,0,0,0,0,0,0,0,0,0,0
376,2298,0,0,0,0,0,0,0,0,0,0,0
377,1686,0,0,0,0,0,0,0,0,0,0,0
378,1637,1341,0,0,0,2122,0,0,0,0,0,0
379,1812,1358,0,0,0,2243,0,0,0,0,0,0
380,1410,1045,0,0,0,1797,0,0,0,0,0,0
381,1829,1517,0,0,0,2423,0,0,0,0,0,0
382,2298,1761,0,0,0,2986,0,0,0,0,0,0
383,1686,1277,0,0,0,2201,0,0,0,0,0,0
384,0,0,0,0,0,2122,0,0,0,0,0,0
385,0,0,0,0,0,2243,0,0,0,0,0,0
386,0,0,0,0,0,1797,0,0,0,0,0,0
387,0,0,0,0,0,2423,0,0,0,0,0,0
388,0,0,0,0,0,2986,0,0,0,0,0,0
389,0,0,0,0,0,2201,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,760,0
391,0,0,0,0,0,0,0,0,0,0,837,0
392,0,0,0,0,0,0,0,0,0,0,614,0
393,0,0,0,0,0,0,0,0,0,0,849,0
394,0,0,0,0,0,0,0,0,0,0,1156,0
395,0,0,0,0,0,0,0,0,0,0,740,0
396,1637,0,0,0,0,2122,0,0,0,0,0,0
397,1812,0,0,0,0,2243,0,0,0,0,0,0
398,1410,0,0,0,0,1797,0,0,0,0,0,0
399,1829,0,0,0,0,2423,0,0,0,0,0,0
400,2298,0,0,0,0,2986,0,0,0,0,0,0
401,1686,0,0,0,0,2201,0,0,0,0,0,0
402,0,0,0,0,0,2122,0,0,586,0,0,0
403,0,0,0,0,0,2243,0,0,556,0,0,0
404,0,0,0,0,0,1797,0,0,525,0,0,0
405,0,0,0,0,0,2423,0,0,646,0,0,0
406,0,0,0,0,0,2986,0,0,835,0,0,0
407,0,0,0,0,0,2201,0,0,645,0,0,0
408,0,0,0,0,0,2122,0,0,0,0,0,0
409,0,0,0,0,0,2243,0,0,0,0,0,0
410,0,0,0,0,0,1797,0,0,0,0,0,0
411,0,0,0,0,0,2423,0,0,0,0,0,0
412,0,0,0,0,0,2986,0,0,0,0,0,0
413,0,0,0,0,0,2201,0,0,0,0,0,0
414,1637,0,0,0,0,0,0,0,0,0,0,0
415,1812,0,0,0,0,0,0,0,0,0,0,0
416,1410,0,0,0,0,0,0,0,0,0,0,0
417,1829,0,0,0,0,0,0,0,0,0,0,0
418,2298,0,0,0,0,0,0,0,0,0,0,0
419,1686,0,0,0,0,0,0,0,0,0,0,0
420,1637,0,0,0,0,0,0,0,0,0,0,0
421,1812,0,0,0,0,0,0,0,0,0,0,0
422,1410,0,0,0,0,0,0,0,0,0,0,0
423,1829,0,0,0,0,0,0,0,0,0,0,0
424,2298,0,0,0,0,0,0,0,0,0,0,0
425,1686,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,2122,0,0,0,0,0,0
427,0,0,0,0,0,2243,0,0,0,0,0,0
428,0,0,0,0,0,1797,0,0,0,0,0,0
429,0,0,0,0,0,2423,0,0,0,0,0,0
430,0,0,0,0,0,2986,0,0,0,0,0,0
431,0,0,0,0,0,2201,0,0,0,0,0,0
432,1637,1341,0,0,0,2122,0,0,0,0,0,0
433,1812,1358,0,0,0,2243,0,0,0,0,0,0
434,1410,1045,0,0,0,1797,0,0,0,0,0,0
435,1829,1517,0,0,0,2423,0,0,0,0,0,0
436,2298,1761,0,0,0,2986,0,0,0,0,0,0
437,1686,1277,0,0,0,2201,0,0,0,0,0,0
438,0,1341,0,0,0,0,0,0,0,0,0,0
439,0,1358,0,0,0,0,0,0,0,0,0,0
440,0,1045,0,0,0,0,0,0,0,0,0,0
441,0,1517,0,0,0,0,0,0,0,0,0,0
442,0,1761,0,0,0,0,0,0,0,0,0,0
443,0,1277,0,0,0,0,0,0,0,0,0,0
444,1637,0,0,0,0,2122,0,0,0,0,0,0
445,1812,0,0,0,0,2243,0,0,0,0,0,0
446,1410,0,0,0,0,1797,0,0,0,0,0,0
447,1829,0,0,0,0,2423,0,0,0,0,0,0
448,2298,0,0,0,0,2986,0,0,0,0,0,0
449,1686,0,0,0,0,2201,0,0,0,0,0,0
450,1637,0,0,0,0,2122,0,0,0,0,0,0
451,1812,0,0,0,0,2243,0,0,0,0,0,0
452,1410,0,0,0,0,1797,0,0,0,0,0,0
453,1829,0,0,0,0,2423,0,0,0,0,0,0
454,2298,0,0,0,0,2986,0,0,0,0,0,0
455,1686,0,0,0,0,2201,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,589,0,0,0,0
463,0,0,0,0,0,0,0,656,0,0,0,0
464,0,0,0,0,0,0,0,531,0,0,0,0
465,0,0,0,0,0,0,0,713,0,0,0,0
466,0,0,0,0,0,0,0,921,0,0,0,0
467,0,0,0,0,0,0,0,572,0,0,0,0
468,1637,0,0,0,0,2122,0,0,586,119,0,0
469,1812,0,0,0,0,2243,0,0,556,96,0,0
470,1410,0,0,0,0,1797,0,0,525,106,0,0
471,1829,0,0,0,0,2423,0,0,646,123,0,0
472,2298,0,0,0,0,2986,0,0,835,154,0,0
473,1686,0,0,0,0,2201,0,0,645,127,0,0
474,1637,0,0,0,0,0,0,589,0,0,0,0
475,1812,0,0,0,0,0,0,656,0,0,0,0
476,1410,0,0,0,0,0,0,531,0,0,0,0
477,1829,0,0,0,0,0,0,713,0,0,0,0
478,2298,0,0,0,0,0,0,921,0,0,0,0
479,1686,0,0,0,0,0,0,572,0,0,0,0
480,0,1341,0,0,0,2122,0,0,0,0,0,0
481,0,1358,0,0,0,2243,0,0,0,0,0,0
482,0,1045,0,0,0,1797,0,0,0,0,0,0
483,0,1517,0,0,0,2423,0,0,0,0,0,0
484,0,1761,0,0,0,2986,0,0,0,0,0,0
485,0,1277,0,0,0,2201,0,0,0,0,0,0
486,1637,1341,0,0,0,2122,0,0,0,0,0,0
487,1812,1358,0,0,0,2243,0,0,0,0,0,0
488,1410,1045,0,0,0,1797,0,0,0,0,0,0
489,1829,1517,0,0,0,2423,0,0,0,0,0,0
490,2298,1761,0,0,0,2986,0,0,0,0,0,0
491,1686,1277,0,0,0,2201,0,0,0,0,0,0
492,1637,1341,0,0,0,0,0,0,0,0,0,0
493,1812,1358,0,0,0,0,0,0,0,0,0,0
494,1410,1045,0,0,0,0,0,0,0,0,0,0
495,1829,1517,0,0,0,0,0,0,0,0,0,0
496,2298,1761,0,0,0,0,0,0,0,0,0,0
497,1686,1277,0,0,0,0,0,0,0,0,0,0
498,0,1341,0,0,0,2122,0,0,0,0,0,0
499,0,1358,0,0,0,2243,0,0,0,0,0,0
500,0,1045,0,0,0,1797,0,0,0,0,0,0
