,IV_count_Action,IV_count_Adventure,IV_count_Early+Access,IV_count_Ex+Early+Access,IV_count_Free,IV_count_Indie,IV_count_Massively,IV_count_RPG,IV_count_Simulation,IV_count_Sports,IV_count_Strategy,IV_count_Others
261,0,1204,0,224,0,1827,0,634,0,0,695,0
262,0,834,0,181,0,1175,0,412,0,0,513,0
263,0,1612,0,269,0,2545,0,836,0,0,942,0
264,0,1160,0,225,0,1960,0,0,0,0,0,0
265,0,1660,0,286,0,2704,0,0,0,0,0,0
266,0,992,0,142,0,1599,0,0,0,0,0,0
267,0,1079,0,225,0,1724,0,0,0,0,0,0
268,0,1159,0,224,0,1764,0,0,0,0,0,0
269,0,1038,0,236,0,1779,0,0,0,0,0,0
270,0,1286,0,247,0,1986,0,0,0,0,0,0
271,0,1384,0,283,0,2166,0,0,0,0,0,0
272,0,1061,0,199,0,1731,0,0,0,0,0,0
273,0,1204,0,224,0,1827,0,0,0,0,0,0
274,0,834,0,181,0,1175,0,0,0,0,0,0
275,0,1612,0,269,0,2545,0,0,0,0,0,0
276,0,0,0,0,0,1960,0,0,0,0,677,0
277,0,0,0,0,0,2704,0,0,0,0,899,0
278,0,0,0,0,0,1599,0,0,0,0,557,0
279,0,0,0,0,0,1724,0,0,0,0,696,0
280,0,0,0,0,0,1764,0,0,0,0,669,0
281,0,0,0,0,0,1779,0,0,0,0,651,0
282,0,0,0,0,0,1986,0,0,0,0,715,0
283,0,0,0,0,0,2166,0,0,0,0,776,0
284,0,0,0,0,0,1731,0,0,0,0,609,0
285,0,0,0,0,0,1827,0,0,0,0,695,0
286,0,0,0,0,0,1175,0,0,0,0,513,0
287,0,0,0,0,0,2545,0,0,0,0,942,0
288,0,1160,0,0,0,1960,0,0,593,0,0,0
289,0,1660,0,0,0,2704,0,0,792,0,0,0
290,0,992,0,0,0,1599,0,0,470,0,0,0
291,0,1079,0,0,0,1724,0,0,583,0,0,0
292,0,1159,0,0,0,1764,0,0,565,0,0,0
293,0,1038,0,0,0,1779,0,0,565,0,0,0
294,0,1286,0,0,0,1986,0,0,669,0,0,0
295,0,1384,0,0,0,2166,0,0,701,0,0,0
296,0,1061,0,0,0,1731,0,0,556,0,0,0
297,0,1204,0,0,0,1827,0,0,620,0,0,0
298,0,834,0,0,0,1175,0,0,442,0,0,0
299,0,1612,0,0,0,2545,0,0,846,0,0,0
300,0,0,0,0,0,1960,0,590,593,0,677,0
301,0,0,0,0,0,2704,0,782,792,0,899,0
302,0,0,0,0,0,1599,0,492,470,0,557,0
303,0,0,0,0,0,1724,0,533,583,0,696,0
304,0,0,0,0,0,1764,0,601,565,0,669,0
305,0,0,0,0,0,1779,0,561,565,0,651,0
306,0,0,0,0,0,1986,0,629,669,0,715,0
307,0,0,0,0,0,2166,0,706,701,0,776,0
308,0,0,0,0,0,1731,0,562,556,0,609,0
309,0,0,0,0,0,1827,0,634,620,0,695,0
310,0,0,0,0,0,1175,0,412,442,0,513,0
311,0,0,0,0,0,2545,0,836,846,0,942,0
312,0,0,0,0,0,0,0,0,593,0,0,0
313,0,0,0,0,0,0,0,0,792,0,0,0
314,0,0,0,0,0,0,0,0,470,0,0,0
315,0,0,0,0,0,0,0,0,583,0,0,0
316,0,0,0,0,0,0,0,0,565,0,0,0
317,0,0,0,0,0,0,0,0,565,0,0,0
318,0,0,0,0,0,0,0,0,669,0,0,0
319,0,0,0,0,0,0,0,0,701,0,0,0
320,0,0,0,0,0,0,0,0,556,0,0,0
321,0,0,0,0,0,0,0,0,620,0,0,0
322,0,0,0,0,0,0,0,0,442,0,0,0
323,0,0,0,0,0,0,0,0,846,0,0,0
324,0,1160,0,0,0,1960,0,0,0,0,0,0
325,0,1660,0,0,0,2704,0,0,0,0,0,0
326,0,992,0,0,0,1599,0,0,0,0,0,0
327,0,1079,0,0,0,1724,0,0,0,0,0,0
328,0,1159,0,0,0,1764,0,0,0,0,0,0
329,0,1038,0,0,0,1779,0,0,0,0,0,0
330,0,1286,0,0,0,1986,0,0,0,0,0,0
331,0,1384,0,0,0,2166,0,0,0,0,0,0
332,0,1061,0,0,0,1731,0,0,0,0,0,0
333,0,1204,0,0,0,1827,0,0,0,0,0,0
334,0,834,0,0,0,1175,0,0,0,0,0,0
335,0,1612,0,0,0,2545,0,0,0,0,0,0
336,1407,1160,0,225,0,1960,0,590,593,0,677,0
337,1996,1660,0,286,0,2704,0,782,792,0,899,0
338,1176,992,0,142,0,1599,0,492,470,0,557,0
339,1325,1079,0,225,0,1724,0,533,583,0,696,0
340,1361,1159,0,224,0,1764,0,601,565,0,669,0
341,1279,1038,0,236,0,1779,0,561,565,0,651,0
342,1539,1286,0,247,0,1986,0,629,669,0,715,0
343,1673,1384,0,283,0,2166,0,706,701,0,776,0
344,1240,1061,0,199,0,1731,0,562,556,0,609,0
345,1430,1204,0,224,0,1827,0,634,620,0,695,0
346,1030,834,0,181,0,1175,0,412,442,0,513,0
347,1891,1612,0,269,0,2545,0,836,846,0,942,0
348,1407,0,0,0,0,1960,0,0,0,0,0,0
349,1996,0,0,0,0,2704,0,0,0,0,0,0
350,1176,0,0,0,0,1599,0,0,0,0,0,0
351,1325,0,0,0,0,1724,0,0,0,0,0,0
352,1361,0,0,0,0,1764,0,0,0,0,0,0
353,1279,0,0,0,0,1779,0,0,0,0,0,0
354,1539,0,0,0,0,1986,0,0,0,0,0,0
355,1673,0,0,0,0,2166,0,0,0,0,0,0
356,1240,0,0,0,0,1731,0,0,0,0,0,0
357,1430,0,0,0,0,1827,0,0,0,0,0,0
358,1030,0,0,0,0,1175,0,0,0,0,0,0
359,1891,0,0,0,0,2545,0,0,0,0,0,0
360,0,0,128,0,0,1960,0,590,593,0,0,0
361,0,0,163,0,0,2704,0,782,792,0,0,0
362,0,0,112,0,0,1599,0,492,470,0,0,0
363,0,0,104,0,0,1724,0,533,583,0,0,0
364,0,0,109,0,0,1764,0,601,565,0,0,0
365,0,0,121,0,0,1779,0,561,565,0,0,0
366,0,0,119,0,0,1986,0,629,669,0,0,0
367,0,0,150,0,0,2166,0,706,701,0,0,0
368,0,0,120,0,0,1731,0,562,556,0,0,0
369,0,0,141,0,0,1827,0,634,620,0,0,0
370,0,0,82,0,0,1175,0,412,442,0,0,0
371,0,0,186,0,0,2545,0,836,846,0,0,0
372,1407,1160,0,0,0,0,0,0,0,0,0,0
373,1996,1660,0,0,0,0,0,0,0,0,0,0
374,1176,992,0,0,0,0,0,0,0,0,0,0
375,1325,1079,0,0,0,0,0,0,0,0,0,0
376,1361,1159,0,0,0,0,0,0,0,0,0,0
377,1279,1038,0,0,0,0,0,0,0,0,0,0
378,1539,1286,0,0,0,0,0,0,0,0,0,0
379,1673,1384,0,0,0,0,0,0,0,0,0,0
380,1240,1061,0,0,0,0,0,0,0,0,0,0
381,1430,1204,0,0,0,0,0,0,0,0,0,0
382,1030,834,0,0,0,0,0,0,0,0,0,0
383,1891,1612,0,0,0,0,0,0,0,0,0,0
384,1407,0,128,0,0,1960,0,0,0,0,0,0
385,1996,0,163,0,0,2704,0,0,0,0,0,0
386,1176,0,112,0,0,1599,0,0,0,0,0,0
387,1325,0,104,0,0,1724,0,0,0,0,0,0
388,1361,0,109,0,0,1764,0,0,0,0,0,0
389,1279,0,121,0,0,1779,0,0,0,0,0,0
390,1539,0,119,0,0,1986,0,0,0,0,0,0
391,1673,0,150,0,0,2166,0,0,0,0,0,0
392,1240,0,120,0,0,1731,0,0,0,0,0,0
393,1430,0,141,0,0,1827,0,0,0,0,0,0
394,1030,0,82,0,0,1175,0,0,0,0,0,0
395,1891,0,186,0,0,2545,0,0,0,0,0,0
396,1407,1160,0,0,0,0,0,0,0,0,0,0
397,1996,1660,0,0,0,0,0,0,0,0,0,0
398,1176,992,0,0,0,0,0,0,0,0,0,0
399,1325,1079,0,0,0,0,0,0,0,0,0,0
400,1361,1159,0,0,0,0,0,0,0,0,0,0
401,1279,1038,0,0,0,0,0,0,0,0,0,0
402,1539,1286,0,0,0,0,0,0,0,0,0,0
403,1673,1384,0,0,0,0,0,0,0,0,0,0
404,1240,1061,0,0,0,0,0,0,0,0,0,0
405,1430,1204,0,0,0,0,0,0,0,0,0,0
406,1030,834,0,0,0,0,0,0,0,0,0,0
407,1891,1612,0,0,0,0,0,0,0,0,0,0
408,1407,0,0,0,0,0,0,0,0,0,0,0
409,1996,0,0,0,0,0,0,0,0,0,0,0
410,1176,0,0,0,0,0,0,0,0,0,0,0
411,1325,0,0,0,0,0,0,0,0,0,0,0
412,1361,0,0,0,0,0,0,0,0,0,0,0
413,1279,0,0,0,0,0,0,0,0,0,0,0
414,1539,0,0,0,0,0,0,0,0,0,0,0
415,1673,0,0,0,0,0,0,0,0,0,0,0
416,1240,0,0,0,0,0,0,0,0,0,0,0
417,1430,0,0,0,0,0,0,0,0,0,0,0
418,1030,0,0,0,0,0,0,0,0,0,0,0
419,1891,0,0,0,0,0,0,0,0,0,0,0
420,1407,0,0,0,0,0,0,0,0,0,0,0
421,1996,0,0,0,0,0,0,0,0,0,0,0
422,1176,0,0,0,0,0,0,0,0,0,0,0
423,1325,0,0,0,0,0,0,0,0,0,0,0
424,1361,0,0,0,0,0,0,0,0,0,0,0
425,1279,0,0,0,0,0,0,0,0,0,0,0
426,1539,0,0,0,0,0,0,0,0,0,0,0
427,1673,0,0,0,0,0,0,0,0,0,0,0
428,1240,0,0,0,0,0,0,0,0,0,0,0
429,1430,0,0,0,0,0,0,0,0,0,0,0
430,1030,0,0,0,0,0,0,0,0,0,0,0
431,1891,0,0,0,0,0,0,0,0,0,0,0
432,1407,1160,0,0,0,0,0,0,0,0,0,0
433,1996,1660,0,0,0,0,0,0,0,0,0,0
434,1176,992,0,0,0,0,0,0,0,0,0,0
435,1325,1079,0,0,0,0,0,0,0,0,0,0
436,1361,1159,0,0,0,0,0,0,0,0,0,0
437,1279,1038,0,0,0,0,0,0,0,0,0,0
438,1539,1286,0,0,0,0,0,0,0,0,0,0
439,1673,1384,0,0,0,0,0,0,0,0,0,0
440,1240,1061,0,0,0,0,0,0,0,0,0,0
441,1430,1204,0,0,0,0,0,0,0,0,0,0
442,1030,834,0,0,0,0,0,0,0,0,0,0
443,1891,1612,0,0,0,0,0,0,0,0,0,0
444,0,1160,0,0,0,1960,0,590,0,0,0,0
445,0,1660,0,0,0,2704,0,782,0,0,0,0
446,0,992,0,0,0,1599,0,492,0,0,0,0
447,0,1079,0,0,0,1724,0,533,0,0,0,0
448,0,1159,0,0,0,1764,0,601,0,0,0,0
449,0,1038,0,0,0,1779,0,561,0,0,0,0
450,0,1286,0,0,0,1986,0,629,0,0,0,0
451,0,1384,0,0,0,2166,0,706,0,0,0,0
452,0,1061,0,0,0,1731,0,562,0,0,0,0
453,0,1204,0,0,0,1827,0,634,0,0,0,0
454,0,834,0,0,0,1175,0,412,0,0,0,0
455,0,1612,0,0,0,2545,0,836,0,0,0,0
456,0,1160,0,0,0,1960,0,0,0,0,0,0
457,0,1660,0,0,0,2704,0,0,0,0,0,0
458,0,992,0,0,0,1599,0,0,0,0,0,0
459,0,1079,0,0,0,1724,0,0,0,0,0,0
460,0,1159,0,0,0,1764,0,0,0,0,0,0
461,0,1038,0,0,0,1779,0,0,0,0,0,0
462,0,1286,0,0,0,1986,0,0,0,0,0,0
463,0,1384,0,0,0,2166,0,0,0,0,0,0
464,0,1061,0,0,0,1731,0,0,0,0,0,0
465,0,1204,0,0,0,1827,0,0,0,0,0,0
466,0,834,0,0,0,1175,0,0,0,0,0,0
467,0,1612,0,0,0,2545,0,0,0,0,0,0
468,1407,1160,0,0,0,1960,0,0,0,0,0,0
469,1996,1660,0,0,0,2704,0,0,0,0,0,0
470,1176,992,0,0,0,1599,0,0,0,0,0,0
471,1325,1079,0,0,0,1724,0,0,0,0,0,0
472,1361,1159,0,0,0,1764,0,0,0,0,0,0
473,1279,1038,0,0,0,1779,0,0,0,0,0,0
474,1539,1286,0,0,0,1986,0,0,0,0,0,0
475,1673,1384,0,0,0,2166,0,0,0,0,0,0
476,1240,1061,0,0,0,1731,0,0,0,0,0,0
477,1430,1204,0,0,0,1827,0,0,0,0,0,0
478,1030,834,0,0,0,1175,0,0,0,0,0,0
479,1891,1612,0,0,0,2545,0,0,0,0,0,0
480,1407,0,0,0,0,0,0,0,0,110,0,0
481,1996,0,0,0,0,0,0,0,0,143,0,0
482,1176,0,0,0,0,0,0,0,0,83,0,0
483,1325,0,0,0,0,0,0,0,0,101,0,0
484,1361,0,0,0,0,0,0,0,0,92,0,0
485,1279,0,0,0,0,0,0,0,0,81,0,0
486,1539,0,0,0,0,0,0,0,0,107,0,0
487,1673,0,0,0,0,0,0,0,0,113,0,0
488,1240,0,0,0,0,0,0,0,0,83,0,0
489,1430,0,0,0,0,0,0,0,0,103,0,0
490,1030,0,0,0,0,0,0,0,0,81,0,0
491,1891,0,0,0,0,0,0,0,0,141,0,0
492,1407,0,0,0,0,0,0,590,0,0,0,0
